model_id,technology,iso3,country,fit_end,n,df_resid,first_year,last_year,observed_years,source_sheet,term,coefficient,SE_HAC,p_HAC_raw,CI95_low,CI95_high,stars,p_BH_technology_window
wind_EGY_2022,wind,EGY,Egypt,2022,6,4,2010,2022,"2010,2015,2018,2020,2021,2022",Fig 2.7,const,8.24411756468557,0.7335583519710067,0.00035705152335169303,6.207433068978705,10.280802060392435,***,
wind_EGY_2022,wind,EGY,Egypt,2022,6,4,2010,2022,"2010,2015,2018,2020,2021,2022",Fig 2.7,logQ,-0.11691210100733684,0.11479405525707072,0.36605245721243934,-0.43563149383163646,0.20180729181696277,,0.4334831730147308
wind_ESP_2022,wind,ESP,Spain,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,const,10.598600783895264,0.48673878140761273,2.1428582206016296e-10,9.52729594918025,11.66990561861028,***,
wind_ESP_2022,wind,ESP,Spain,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,logQ,-0.4926806442673992,0.08727423323493134,0.00014987943292060654,-0.6847699364751012,-0.3005913520596972,***,0.0006744574481427295
wind_ETH_2022,wind,ETH,Ethiopia,2022,6,4,2011,2022,"2011,2012,2015,2016,2019,2022",Fig 2.7,const,9.410382461562934,0.2684103874185511,3.949731968338315e-06,8.665155755230453,10.155609167895415,***,
wind_ETH_2022,wind,ETH,Ethiopia,2022,6,4,2011,2022,"2011,2012,2015,2016,2019,2022",Fig 2.7,logQ,-0.24793054421794603,0.047035744126468555,0.00620746773975679,-0.37852270576721575,-0.1173383826686763,***,0.012145045577785025
wind_FIN_2022,wind,FIN,Finland,2022,10,8,2013,2022,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,const,9.942437533135465,1.0456760471681534,1.2353456301752785e-05,7.531104244281757,12.353770821989173,***,
wind_FIN_2022,wind,FIN,Finland,2022,10,8,2013,2022,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,logQ,-0.36485889880325395,0.16635132178843426,0.05961316599878135,-0.7484657347440622,0.018747937137554294,*,0.09250318861879864
wind_FRA_2022,wind,FRA,France,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,const,8.986290892012367,0.27919187075502494,3.0995804265240583e-12,8.37179372766476,9.600788056359972,***,
wind_FRA_2022,wind,FRA,France,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,logQ,-0.21048916689743025,0.04543619856796219,0.0007252923586148435,-0.31049356567609715,-0.11048476811876334,***,0.002039884758604247
wind_GBR_2022,wind,GBR,United Kingdom,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,const,9.42848893628435,0.4381052640002772,2.431009000066941e-10,8.464225751665516,10.392752120903182,***,
wind_GBR_2022,wind,GBR,United Kingdom,2022,13,11,2010,2022,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.6,logQ,-0.27201050622729794,0.07298386796680521,0.0033408758896035103,-0.4326469165476895,-0.11137409590690636,***,0.007159019763436094
wind_GRC_2022,wind,GRC,Greece,2022,12,10,2010,2022,"2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.7,const,8.967892894891122,0.5045118647444714,6.774495837377986e-09,7.843770407776685,10.09201538200556,***,
wind_GRC_2022,wind,GRC,Greece,2022,12,10,2010,2022,"2010,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021,2022",Fig 2.7,logQ,-0.20657677841795552,0.08321987532831467,0.03241483867971959,-0.3920022158926519,-0.021151340943259156,**,0.05402473113286598
wind_HRV_2022,wind,HRV,Croatia,2022,8,6,2011,2021,"2011,2012,2014,2015,2016,2017,2020,2021",Fig 2.7,const,8.76800440867157,0.6711441126588229,1.2399045353850867e-05,7.125773925580523,10.410234891762618,***,
