year,cost,Q_global,Q_domestic,H_domestic,H_global,technology,iso3,country,country_cn
2013,2761.25289981111,299.29465,7.586,51.851,2662.7010000000005,wind,GBR,United Kingdom,英国
2014,2697.60622540574,349.29432,8.573,63.6659,2952.4309000000003,wind,GBR,United Kingdom,英国
2015,2657.22086971437,414.4271000000001,9.212,71.29930999999999,3063.1878100000004,wind,GBR,United Kingdom,英国
2016,2491.12994050349,464.41934,10.833,73.16937899999999,3152.8690290000004,wind,GBR,United Kingdom,英国
2017,2516.63230840249,509.19595,12.597,80.8524411,3262.5821261000006,wind,GBR,United Kingdom,英国
2018,2198.3962105309,554.56437,13.425149999999999,77.76719699,3259.3239134900005,wind,GBR,United Kingdom,英国
2019,2258.59164526454,611.45324,13.998819999999998,74.990477291,3176.3915221410007,wind,GBR,United Kingdom,英国
2020,2047.40763272174,720.13004,14.075079999999998,72.4914295619,3084.752369926901,wind,GBR,United Kingdom,英国
2021,2203.41030141091,794.46893,14.492759999999999,68.24228660571,3041.277132934211,wind,GBR,United Kingdom,英国
2022,1573.62000743837,867.46678,14.833809999999998,67.418057945139,2991.14941964079,wind,GBR,United Kingdom,英国
2023,1303.05845807323,972.92029,15.417869999999999,62.676252150625096,2880.034477676711,wind,GBR,United Kingdom,英国
2024,1925.62088487595,1084.72598,16.229969999999998,61.40862693556259,2791.03102990904,wind,GBR,United Kingdom,英国
2011,1439.22467923306,221.11285,16.179,0.0,2122.1000000000004,wind,IND,India,印度
2012,1727.35672083666,267.19999,17.299699999999998,0.0,2481.8900000000003,wind,IND,India,印度
2013,1775.48847664279,299.29465,18.420399999999997,2.0,2662.7010000000005,wind,IND,India,印度
2014,1697.25858919878,349.29432,22.465299999999992,9.8,2952.4309000000003,wind,IND,India,印度
2015,1517.22503644414,414.4271000000001,25.08818999999999,8.82,3063.1878100000004,wind,IND,India,印度
2016,1395.64398421311,464.41934,28.70043999999999,7.938000000000001,3152.8690290000004,wind,IND,India,印度
2017,1379.882353478,509.19595,32.84845999999999,7.1442000000000005,3262.5821261000006,wind,IND,India,印度
2018,1381.24006086126,554.56437,35.288099999999986,6.429780000000001,3259.3239134900005,wind,IND,India,印度
2019,1255.71970108936,611.45324,37.50517999999999,5.786802000000001,3176.3915221410007,wind,IND,India,印度
2020,1222.04433857641,720.13004,38.558599999999984,5.208121800000001,3084.752369926901,wind,IND,India,印度
2021,1051.78122594888,794.46893,40.06726999999998,4.687309620000001,3041.277132934211,wind,IND,India,印度
2022,1191.10103406309,867.46678,41.92977999999998,4.218578658000001,2991.14941964079,wind,IND,India,印度
2023,1236.98707050801,972.92029,44.73623999999998,3.7967207922000012,2880.034477676711,wind,IND,India,印度
2024,1110.26963840888,1084.72598,48.16315999999999,3.417048712980001,2791.03102990904,wind,IND,India,印度
2011,3732.37730003041,221.11285,6.917999999999999,24.42,2122.1000000000004,wind,ITA,Italy,意大利
2012,3492.09355819179,267.19999,8.101999999999999,24.978,2481.8900000000003,wind,ITA,Italy,意大利
2013,2409.17216204287,299.29465,8.541999999999998,31.480200000000004,2662.7010000000005,wind,ITA,Italy,意大利
2014,2361.52967156199,349.29432,8.682999999999998,28.332180000000005,2952.4309000000003,wind,ITA,Italy,意大利
2015,2527.53565239983,414.4271000000001,9.136999999999999,28.498962000000006,3063.1878100000004,wind,ITA,Italy,意大利
2016,2129.87311269081,464.41934,9.383999999999999,27.649065800000006,3152.8690290000004,wind,ITA,Italy,意大利
2017,3047.62306624385,509.19595,9.736579999999998,30.884159220000004,3262.5821261000006,wind,ITA,Italy,意大利
2018,2093.79750494429,554.56437,10.230249999999998,30.795743298000005,3259.3239134900005,wind,ITA,Italy,意大利
2019,1988.92328995163,611.45324,10.679459999999997,27.716168968200005,3176.3915221410007,wind,ITA,Italy,意大利
2020,2037.31777094166,720.13004,10.870619999999999,25.944552071380006,3084.752369926901,wind,ITA,Italy,意大利
2021,1564.4202726219,794.46893,11.253729999999997,24.350096864242005,3041.277132934211,wind,ITA,Italy,意大利
2022,1538.43904313003,867.46678,11.820509999999999,21.915087177817806,2991.14941964079,wind,ITA,Italy,意大利
2023,1401.77060996425,972.92029,12.276309999999999,20.723578460036027,2880.034477676711,wind,ITA,Italy,意大利
2024,1408.13174778543,1084.72598,12.92917,18.651220614032425,2791.03102990904,wind,ITA,Italy,意大利
2011,2691.81791091569,221.11285,1.8,12.09,2122.1000000000004,wind,POL,Poland,波兰
2012,2684.69959999194,267.19999,2.564,15.881,2481.8900000000003,wind,POL,Poland,波兰
2013,2759.50741715375,299.29465,3.4290000000000003,19.292900000000003,2662.7010000000005,wind,POL,Poland,波兰
2014,2486.02790439979,349.29432,3.8360000000000003,20.363610000000005,2952.4309000000003,wind,POL,Poland,波兰
2015,2310.54839333752,414.4271000000001,4.886,20.327249000000005,3063.1878100000004,wind,POL,Poland,波兰
2016,2298.15652100027,464.41934,5.747,23.294524100000004,3152.8690290000004,wind,POL,Poland,波兰
2017,1712.20263225464,509.19595,5.759359999999999,20.965071690000006,3262.5821261000006,wind,POL,Poland,波兰
2018,1721.43541996357,554.56437,5.76608,21.868564521000007,3259.3239134900005,wind,POL,Poland,波兰
2019,1730.66820767249,611.45324,5.83776,21.681708068900008,3176.3915221410007,wind,POL,Poland,波兰
2020,1739.90099538142,720.13004,6.29825,21.513537262010008,3084.752369926901,wind,POL,Poland,波兰
2021,1920.24167009583,794.46893,6.96734,19.362183535809006,3041.277132934211,wind,POL,Poland,波兰
2022,1748.91632845074,867.46678,8.15024,19.425965182228104,2991.14941964079,wind,POL,Poland,波兰
2023,1719.29095435235,972.92029,9.34332,23.483368664005294,2880.034477676711,wind,POL,Poland,波兰
2024,1838.47458851019,1084.72598,10.15175,34.13503179760477,2791.03102990904,wind,POL,Poland,波兰
2011,2551.40772289632,221.11285,2.601,10.99,2122.1000000000004,wind,SWE,Sweden,瑞典
2012,2775.24642245354,267.19999,3.443,9.891,2481.8900000000003,wind,SWE,Sweden,瑞典
2013,2391.99243521971,299.29465,3.981,8.9019,2662.7010000000005,wind,SWE,Sweden,瑞典
2014,2555.27542986769,349.29432,4.875,8.011709999999999,2952.4309000000003,wind,SWE,Sweden,瑞典
2015,2284.89714048211,414.4271000000001,5.606,7.210538999999999,3063.1878100000004,wind,SWE,Sweden,瑞典
2016,2101.63130914503,464.41934,6.232,6.4894851,3152.8690290000004,wind,SWE,Sweden,瑞典
2017,1903.38840899614,509.19595,6.408,5.84053659,3262.5821261000006,wind,SWE,Sweden,瑞典
2018,1520.08215854575,554.56437,7.097,7.256482931,3259.3239134900005,wind,SWE,Sweden,瑞典
2019,1595.34125804709,611.45324,8.478,6.5308346379,3176.3915221410007,wind,SWE,Sweden,瑞典
2020,1598.38132270281,720.13004,9.773,9.87775117411,3084.752369926901,wind,SWE,Sweden,瑞典
2021,1499.70768168244,794.46893,11.923,10.889976056699,3041.277132934211,wind,SWE,Sweden,瑞典
2022,1313.12340134883,867.46678,14.086,10.800978451029101,2991.14941964079,wind,SWE,Sweden,瑞典
2023,1571.27229577142,972.92029,16.031,13.72088060592619,2880.034477676711,wind,SWE,Sweden,瑞典
2024,1772.93112851296,1084.72598,16.625999999999998,14.348792545333572,2791.03102990904,wind,SWE,Sweden,瑞典
2011,2664.82086253986,221.11285,1.729,1.8,2122.1000000000004,wind,TUR,Turkey,土耳其
2012,2109.27374026766,267.19999,2.261,1.62,2481.8900000000003,wind,TUR,Turkey,土耳其
2013,2326.01597491539,299.29465,2.7600000000000002,1.4580000000000002,2662.7010000000005,wind,TUR,Turkey,土耳其
2014,2246.18873946045,349.29432,3.6300000000000003,2.3122000000000003,2952.4309000000003,wind,TUR,Turkey,土耳其
2015,2313.6027895208,414.4271000000001,4.503,2.0809800000000003,3063.1878100000004,wind,TUR,Turkey,土耳其
2016,2332.58674736884,464.41934,5.751,4.872882000000001,3152.8690290000004,wind,TUR,Turkey,土耳其
2017,2105.39825885891,509.19595,6.51615,6.3855938000000005,3262.5821261000006,wind,TUR,Turkey,土耳其
2018,2232.71576203491,554.56437,7.00539,15.74703442,3259.3239134900005,wind,TUR,Turkey,土耳其
2019,2003.98634655207,611.45324,7.5911599999999995,16.172330977999998,3176.3915221410007,wind,TUR,Turkey,土耳其
2020,1585.46235357494,720.13004,8.8324,18.555097880199998,3084.752369926901,wind,TUR,Turkey,土耳其
2021,1455.22879287732,794.46893,10.60698,18.699588092179997,3041.277132934211,wind,TUR,Turkey,土耳其
2022,1757.86340635077,867.46678,11.39616,16.829629282962,2991.14941964079,wind,TUR,Turkey,土耳其
2023,1468.1518868816,972.92029,11.80607,15.1466663546658,2880.034477676711,wind,TUR,Turkey,土耳其
2024,1423.6985915002,1084.72598,12.870790000000001,13.631999719199221,2791.03102990904,wind,TUR,Turkey,土耳其
2011,2822.23105853148,221.11285,45.676,272.72,2122.1000000000004,wind,USA,United States,美国
2012,2583.03557060981,267.19999,59.075,313.44800000000004,2481.8900000000003,wind,USA,United States,美国
2013,2390.00327947562,299.29465,59.973000000000006,376.1032,2662.7010000000005,wind,USA,United States,美国
2014,2267.46298826471,349.29432,64.232,434.49288,2952.4309000000003,wind,USA,United States,美国
2015,2168.61700333078,414.4271000000001,72.573,493.04359200000005,3063.1878100000004,wind,USA,United States,美国
2016,2216.77394364862,464.41934,81.25699999999999,506.7392328,3152.8690290000004,wind,USA,United States,美国
2017,2007.27006353537,509.19595,87.56819999999999,526.06530952,3262.5821261000006,wind,USA,United States,美国
2018,1957.14042596715,554.56437,94.4874,528.4587785680001,3259.3239134900005,wind,USA,United States,美国
2019,1849.77075118465,611.45324,103.64089999999999,509.6129007112001,3176.3915221410007,wind,USA,United States,美国
2020,1635.264567929,720.13004,118.44839999999999,488.6516106400801,3084.752369926901,wind,USA,United States,美国
2021,1569.48931347306,794.46893,132.8111,476.7864495760721,3041.277132934211,wind,USA,United States,美国
2022,1294.45121438265,867.46678,141.4599,458.10780461846485,2991.14941964079,wind,USA,United States,美国
2023,1536.63066230021,972.92029,147.479,435.29702415661836,2880.034477676711,wind,USA,United States,美国
2024,1567.81282280704,1084.72598,152.4814,407.76732174095656,2791.03102990904,wind,USA,United States,美国
