model_id,year,logp,logQ,logG,fitted,residual
vestas_asp__experience_only,2018,6.7553635033498365,6.290532398624406,8.39638057119949,7.104741654974887,-0.3493781516250509
vestas_asp__experience_only,2019,6.87671553384544,6.38729428375806,8.449770515098804,7.068016322401797,-0.19130078855635713
vestas_asp__experience_only,2020,6.903147370737096,6.548699273994664,8.496990484098719,7.006756127468554,-0.1036087567314583
vestas_asp__experience_only,2021,6.9986112310314175,6.645448863841342,8.549660381553739,6.970035461490195,0.028575769541222762
vestas_asp__experience_only,2022,7.030213485772229,6.733146895042726,8.597666575566114,6.936750254640128,0.09346323113210175
vestas_asp__experience_only,2023,6.98625099951834,6.849202095255681,8.631771096123673,6.892702272123353,0.0935487273949871
vestas_asp__experience_only,2024,7.093254850398366,6.955776347473294,8.666647144584575,6.852252720618502,0.24100212977986413
vestas_asp__experience_plus_lnG,2010,7.519976983896885,5.180162236673185,6.721425700790643,7.680046032305377,-0.16006904840849234
vestas_asp__experience_plus_lnG,2011,7.544080932704994,5.376417249698097,7.188412736496954,7.502664547446668,0.04141638525832647
vestas_asp__experience_plus_lnG,2012,7.475406322541961,5.56590362647905,7.547501682814967,7.366380714273731,0.10902560826822949
vestas_asp__experience_plus_lnG,2013,7.447343924302284,5.677698971893068,7.751475318021456,7.288979509392782,0.15836441490950204
vestas_asp__experience_plus_lnG,2014,7.337950736153582,5.830825584658366,7.9658927350845286,7.2077198905346425,0.13023084561893938
vestas_asp__experience_plus_lnG,2015,7.180166664019038,6.002024865148459,8.097730573664219,7.157982617343686,0.022184046675351787
vestas_asp__experience_plus_lnG,2016,7.1525449693183685,6.114760027948734,8.211482916445066,7.114965488738347,0.03757948058002114
vestas_asp__experience_plus_lnG,2017,7.02696687700858,6.205934995565976,8.32069157104845,7.07361649002129,-0.04664961301270942
vestas_asp__experience_plus_lnG,2018,6.7553635033498365,6.290532398624406,8.39638057119949,7.0450217487183515,-0.28965824536851503
vestas_asp__experience_plus_lnG,2019,6.87671553384544,6.38729428375806,8.449770515098804,7.024960431194166,-0.14824489734872603
vestas_asp__experience_plus_lnG,2020,6.903147370737096,6.548699273994664,8.496990484098719,7.0074403465301245,-0.10429297579302865
vestas_asp__experience_plus_lnG,2021,6.9986112310314175,6.645448863841342,8.549660381553739,6.987653386443185,0.010957844588232568
vestas_asp__experience_plus_lnG,2022,7.030213485772229,6.733146895042726,8.597666575566114,6.969617055711562,0.060596430060667394
vestas_asp__experience_plus_lnG,2023,6.98625099951834,6.849202095255681,8.631771096123673,6.956961686423357,0.02928931309498317
vestas_asp__experience_plus_lnG,2024,7.093254850398366,6.955776347473294,8.666647144584575,6.943984439520964,0.1492704108774019
