model_id,year,logp,logQ,logG,fitted,residual
us_project_gt100mw__experience_plus_lnG,2011,7.432396369984271,5.376417249698097,7.660161443417004,7.461095350485726,-0.028698980501455473
us_project_gt100mw__experience_plus_lnG,2013,7.443176206169008,5.677698971893068,7.887096300125977,7.337609891094609,0.10556631507439906
us_project_gt100mw__experience_plus_lnG,2014,7.113041672851738,5.830825584658366,7.990384143902638,7.274395461212133,-0.16135378836039482
us_project_gt100mw__experience_plus_lnG,2015,7.4177630940418045,6.002024865148459,8.027211420656602,7.200764738973648,0.21699835506815646
us_project_gt100mw__experience_plus_lnG,2016,7.023790411420235,6.114760027948734,8.056068120147582,7.152451793254447,-0.12866138183421238
vestas_asp__experience_only,2010,7.519976983896885,5.180162236673185,7.500529485395295,7.526175295096393,-0.006198311199508311
vestas_asp__experience_only,2011,7.544080932704994,5.376417249698097,7.660161443417004,7.451688004852714,0.09239292785228059
vestas_asp__experience_only,2012,7.475406322541961,5.56590362647905,7.81677564568493,7.3797697056614755,0.09563661688048519
vestas_asp__experience_only,2013,7.447343924302284,5.677698971893068,7.887096300125977,7.337338522817298,0.11000540148498583
vestas_asp__experience_only,2014,7.337950736153582,5.830825584658366,7.990384143902638,7.279220331219142,0.058730404934439484
vestas_asp__experience_only,2015,7.180166664019038,6.002024865148459,8.027211420656602,7.214242778295406,-0.034076114276368585
vestas_asp__experience_only,2016,7.1525449693183685,6.114760027948734,8.056068120147582,7.171454893987418,-0.018909924669049616
vestas_asp__experience_only,2017,7.02696687700858,6.205934995565976,8.090274224065078,7.136850038951173,-0.10988316194259262
vestas_asp__experience_only,2018,6.7553635033498365,6.290532398624406,8.089275064352785,7.104741654974887,-0.3493781516250509
vestas_asp__experience_only,2019,6.87671553384544,6.38729428375806,8.063501090002571,7.068016322401797,-0.19130078855635713
vestas_asp__experience_only,2020,6.903147370737096,6.548699273994664,8.0342266640503,7.006756127468554,-0.1036087567314583
vestas_asp__experience_only,2021,6.9986112310314175,6.645448863841342,8.020032815696803,6.970035461490195,0.028575769541222762
vestas_asp__experience_only,2022,7.030213485772229,6.733146895042726,8.003413013798346,6.936750254640128,0.09346323113210175
vestas_asp__experience_only,2023,6.98625099951834,6.849202095255681,7.965557544473859,6.892702272123353,0.0935487273949871
vestas_asp__experience_only,2024,7.093254850398366,6.955776347473294,7.934166351320825,6.852252720618502,0.24100212977986413
vestas_asp__experience_plus_lnG,2010,7.519976983896885,5.180162236673185,7.500529485395295,7.682628501541224,-0.16265151764433927
vestas_asp__experience_plus_lnG,2011,7.544080932704994,5.376417249698097,7.660161443417004,7.529310029154437,0.014770903550557435
vestas_asp__experience_plus_lnG,2012,7.475406322541961,5.56590362647905,7.81677564568493,7.379614934667599,0.09579138787436126
vestas_asp__experience_plus_lnG,2013,7.447343924302284,5.677698971893068,7.887096300125977,7.306068686133494,0.14127523816878984
vestas_asp__experience_plus_lnG,2014,7.337950736153582,5.830825584658366,7.990384143902638,7.200669320395805,0.13728141575777641
vestas_asp__experience_plus_lnG,2015,7.180166664019038,6.002024865148459,8.027211420656602,7.13545066364901,0.044716000370027764
vestas_asp__experience_plus_lnG,2016,7.1525449693183685,6.114760027948734,8.056068120147582,7.0894225354704,0.06312243384796812
vestas_asp__experience_plus_lnG,2017,7.02696687700858,6.205934995565976,8.090274224065078,7.044925939082411,-0.0179590620738308
vestas_asp__experience_plus_lnG,2018,6.7553635033498365,6.290532398624406,8.089275064352785,7.025542039199096,-0.27017853584925966
vestas_asp__experience_plus_lnG,2019,6.87671553384544,6.38729428375806,8.063501090002571,7.019850004530752,-0.14313447068531193
vestas_asp__experience_plus_lnG,2020,6.903147370737096,6.548699273994664,8.0342266640503,7.001177351435457,-0.09802998069836111
vestas_asp__experience_plus_lnG,2021,6.9986112310314175,6.645448863841342,8.020032815696803,6.98774070732591,0.010870523705507118
vestas_asp__experience_plus_lnG,2022,7.030213485772229,6.733146895042726,8.003413013798346,6.978072631881365,0.052140853890864314
vestas_asp__experience_plus_lnG,2023,6.98625099951834,6.849202095255681,7.965557544473859,6.975890403226328,0.01036059629201258
