technology,iso3,country,country_cn,spec,year,H,H2009,F_used,flow_year,delta,lag,early_missing_count
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2013,49.07350000000001,5.0,10.0,2013,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2014,71.16615000000002,5.0,27.0,2014,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2015,76.04953500000002,5.0,12.0,2015,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2016,79.44458150000003,5.0,11.0,2016,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2017,84.50012335000002,5.0,13.0,2017,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2018,87.05011101500003,5.0,11.0,2018,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2019,84.34509991350002,5.0,6.0,2019,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2020,76.91058992215002,5.0,1.0,2020,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2021,71.21953092993502,5.0,2.0,2021,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2022,73.09757783694153,5.0,9.0,2022,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2023,72.78782005324737,5.0,7.0,2023,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag0,2024,68.50903804792264,5.0,3.0,2024,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2010,5.5,5.0,1.0,2008,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2011,4.95,5.0,0.0,2009,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2012,21.455,5.0,17.0,2010,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2013,29.3095,5.0,10.0,2011,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2014,43.378550000000004,5.0,17.0,2012,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2015,49.04069500000001,5.0,10.0,2013,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2016,71.13662550000001,5.0,27.0,2014,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2017,76.02296295000001,5.0,12.0,2015,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2018,79.420666655,5.0,11.0,2016,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2019,84.47859998950001,5.0,13.0,2017,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2020,87.03073999055002,5.0,11.0,2018,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2021,84.32766599149502,5.0,6.0,2019,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2022,76.89489939234552,5.0,1.0,2020,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2023,71.20540945311097,5.0,2.0,2021,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2009_mean_lag2,2024,73.08486850779988,5.0,9.0,2022,0.1,2,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2010,25.1,9.0,17.0,2010,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2011,32.59,9.0,10.0,2011,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2012,46.331,9.0,17.0,2012,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2013,51.697900000000004,9.0,10.0,2013,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2014,73.52811,9.0,27.0,2014,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2015,78.175299,9.0,12.0,2015,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2016,81.3577691,9.0,11.0,2016,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2017,86.22199219,9.0,13.0,2017,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2018,88.599792971,9.0,11.0,2018,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2019,85.7398136739,9.0,6.0,2019,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2020,78.16583230651,9.0,1.0,2020,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2021,72.349249075859,9.0,2.0,2021,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2022,74.11432416827311,9.0,9.0,2022,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2023,73.7028917514458,9.0,7.0,2023,0.1,0,1
wind,AUS,Australia,澳大利亚,pre2008_flow_lag0,2024,69.33260257630123,9.0,3.0,2024,0.1,0,1
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2010,37.5,35.0,6.0,2010,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2011,41.75,35.0,8.0,2011,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2012,53.575,35.0,16.0,2012,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2013,55.2175,35.0,7.0,2013,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2014,64.69575,35.0,15.0,2014,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2015,66.22617500000001,35.0,8.0,2015,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2016,64.60355750000002,35.0,5.0,2016,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2017,60.143201750000024,35.0,2.0,2017,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2018,59.12888157500002,35.0,5.0,2018,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2019,55.21599341750002,35.0,2.0,2019,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2020,49.69439407575002,35.0,0.0,2020,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2021,45.724954668175016,35.0,1.0,2021,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2022,42.152459201357516,35.0,1.0,2022,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2023,37.937213281221766,35.0,0.0,2023,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag0,2024,34.14349195309959,35.0,0.0,2024,0.1,0,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2010,35.5,35.0,4.0,2008,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2011,34.95,35.0,3.0,2009,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2012,37.455,35.0,6.0,2010,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2013,41.7095,35.0,8.0,2011,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2014,53.53855,35.0,16.0,2012,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2015,55.184695000000005,35.0,7.0,2013,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2016,64.6662255,35.0,15.0,2014,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2017,66.19960295,35.0,8.0,2015,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2018,64.579642655,35.0,5.0,2016,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2019,60.121678389500005,35.0,2.0,2017,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2020,59.109510550550006,35.0,5.0,2018,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2021,55.198559495495005,35.0,2.0,2019,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2022,49.6787035459455,35.0,0.0,2020,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2023,45.71083319135095,35.0,1.0,2021,0.1,2,0
wind,BRA,Brazil,巴西,pre2009_mean_lag2,2024,42.13974987221586,35.0,1.0,2022,0.1,2,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2010,41.1,39.0,6.0,2010,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2011,44.99,39.0,8.0,2011,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2012,56.491,39.0,16.0,2012,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2013,57.8419,39.0,7.0,2013,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2014,67.05771,39.0,15.0,2014,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2015,68.351939,39.0,8.0,2015,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2016,66.51674510000001,39.0,5.0,2016,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2017,61.86507059000001,39.0,2.0,2017,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2018,60.67856353100001,39.0,5.0,2018,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2019,56.61070717790001,39.0,2.0,2019,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2020,50.949636460110014,39.0,0.0,2020,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2021,46.85467281409901,39.0,1.0,2021,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2022,43.16920553268911,39.0,1.0,2022,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2023,38.852284979420205,39.0,0.0,2023,0.1,0,0
wind,BRA,Brazil,巴西,pre2008_flow_lag0,2024,34.96705648147819,39.0,0.0,2024,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2010,26.0,10.0,17.0,2010,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2011,40.400000000000006,10.0,17.0,2011,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2012,56.36000000000001,10.0,20.0,2012,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2013,68.724,10.0,18.0,2013,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2014,82.8516,10.0,21.0,2014,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2015,93.56644,10.0,19.0,2015,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2016,95.209796,10.0,11.0,2016,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2017,88.6888164,10.0,3.0,2017,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2018,89.81993476,10.0,10.0,2018,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2019,81.837941284,10.0,1.0,2019,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2020,73.6541471556,10.0,0.0,2020,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2021,69.28873244004001,10.0,3.0,2021,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2022,68.35985919603601,10.0,6.0,2022,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2023,64.52387327643241,10.0,3.0,2023,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag0,2024,58.071485948789174,10.0,0.0,2024,0.1,0,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2010,10.0,10.0,1.0,2008,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2011,10.0,10.0,1.0,2009,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2012,26.0,10.0,17.0,2010,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2013,40.400000000000006,10.0,17.0,2011,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2014,56.36000000000001,10.0,20.0,2012,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2015,68.724,10.0,18.0,2013,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2016,82.8516,10.0,21.0,2014,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2017,93.56644,10.0,19.0,2015,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2018,95.209796,10.0,11.0,2016,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2019,88.6888164,10.0,3.0,2017,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2020,89.81993476,10.0,10.0,2018,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2021,81.837941284,10.0,1.0,2019,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2022,73.6541471556,10.0,0.0,2020,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2023,69.28873244004001,10.0,3.0,2021,0.1,2,0
wind,CAN,Canada,加拿大,pre2009_mean_lag2,2024,68.35985919603601,10.0,6.0,2022,0.1,2,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2010,26.0,10.0,17.0,2010,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2011,40.400000000000006,10.0,17.0,2011,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2012,56.36000000000001,10.0,20.0,2012,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2013,68.724,10.0,18.0,2013,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2014,82.8516,10.0,21.0,2014,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2015,93.56644,10.0,19.0,2015,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2016,95.209796,10.0,11.0,2016,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2017,88.6888164,10.0,3.0,2017,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2018,89.81993476,10.0,10.0,2018,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2019,81.837941284,10.0,1.0,2019,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2020,73.6541471556,10.0,0.0,2020,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2021,69.28873244004001,10.0,3.0,2021,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2022,68.35985919603601,10.0,6.0,2022,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2023,64.52387327643241,10.0,3.0,2023,0.1,0,0
wind,CAN,Canada,加拿大,pre2008_flow_lag0,2024,58.071485948789174,10.0,0.0,2024,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2010,388.5,375.0,51.0,2010,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2011,419.65000000000003,375.0,70.0,2011,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2012,479.68500000000006,375.0,102.0,2012,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2013,497.71650000000005,375.0,66.0,2013,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2014,545.9448500000001,375.0,98.0,2014,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2015,546.350365,375.0,55.0,2015,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2016,571.7153284999999,375.0,80.0,2016,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2017,602.54379565,375.0,88.0,2017,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2018,611.289416085,375.0,69.0,2018,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2019,607.1604744765,375.0,57.0,2019,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2020,615.44442702885,375.0,69.0,2020,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2021,643.899984325965,375.0,90.0,2021,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2022,625.5099858933685,375.0,46.0,2022,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2023,581.9589873040317,375.0,19.0,2023,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag0,2024,549.7630885736285,375.0,26.0,2024,0.1,0,0
wind,CHN,China,中国,pre2009_mean_lag2,2010,367.5,375.0,30.0,2008,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2011,375.75,375.0,45.0,2009,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2012,389.175,375.0,51.0,2010,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2013,420.2575,375.0,70.0,2011,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2014,480.23175,375.0,102.0,2012,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2015,498.208575,375.0,66.0,2013,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2016,546.3877175,375.0,98.0,2014,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2017,546.7489457500001,375.0,55.0,2015,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2018,572.074051175,375.0,80.0,2016,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2019,602.8666460575,375.0,88.0,2017,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2020,611.5799814517501,375.0,69.0,2018,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2021,607.421983306575,375.0,57.0,2019,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2022,615.6797849759175,375.0,69.0,2020,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2023,644.1118064783258,375.0,90.0,2021,0.1,2,0
wind,CHN,China,中国,pre2009_mean_lag2,2024,625.7006258304932,375.0,46.0,2022,0.1,2,0
wind,CHN,China,中国,pre2008_flow_lag0,2010,334.5,315.0,51.0,2010,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2011,371.05,315.0,70.0,2011,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2012,435.945,315.0,102.0,2012,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2013,458.3505,315.0,66.0,2013,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2014,510.51545000000004,315.0,98.0,2014,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2015,514.4639050000001,315.0,55.0,2015,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2016,543.0175145000001,315.0,80.0,2016,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2017,576.7157630500001,315.0,88.0,2017,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2018,588.044186745,315.0,69.0,2018,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2019,586.2397680705001,315.0,57.0,2019,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2020,596.6157912634501,315.0,69.0,2020,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2021,626.9542121371051,315.0,90.0,2021,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2022,610.2587909233946,315.0,46.0,2022,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2023,568.2329118310552,315.0,19.0,2023,0.1,0,0
wind,CHN,China,中国,pre2008_flow_lag0,2024,537.4096206479496,315.0,26.0,2024,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2010,64.0,60.0,10.0,2010,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2011,81.6,60.0,24.0,2011,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2012,82.44,60.0,9.0,2012,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2013,82.196,60.0,8.0,2013,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2014,80.9764,60.0,7.0,2014,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2015,76.87876,60.0,4.0,2015,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2016,72.190884,60.0,3.0,2016,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2017,75.9717956,60.0,11.0,2017,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2018,70.37461603999999,60.0,2.0,2018,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2019,66.33715443599999,60.0,3.0,2019,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2020,64.7034389924,60.0,5.0,2020,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2021,61.233095093159996,60.0,3.0,2021,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2022,55.109785583843994,60.0,0.0,2022,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2023,53.59880702545959,60.0,4.0,2023,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag0,2024,48.238926322913635,60.0,0.0,2024,0.1,0,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2010,62.0,60.0,8.0,2008,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2011,59.800000000000004,60.0,4.0,2009,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2012,63.82000000000001,60.0,10.0,2010,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2013,81.43800000000002,60.0,24.0,2011,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2014,82.29420000000002,60.0,9.0,2012,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2015,82.06478000000001,60.0,8.0,2013,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2016,80.85830200000001,60.0,7.0,2014,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2017,76.7724718,60.0,4.0,2015,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2018,72.09522462000001,60.0,3.0,2016,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2019,75.88570215800002,60.0,11.0,2017,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2020,70.29713194220001,60.0,2.0,2018,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2021,66.26741874798,60.0,3.0,2019,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2022,64.640676873182,60.0,5.0,2020,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2023,61.1766091858638,60.0,3.0,2021,0.1,2,0
wind,DEU,Germany,德国,pre2009_mean_lag2,2024,55.05894826727742,60.0,0.0,2022,0.1,2,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2010,78.4,76.0,10.0,2010,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2011,94.56,76.0,24.0,2011,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2012,94.104,76.0,9.0,2012,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2013,92.6936,76.0,8.0,2013,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2014,90.42424000000001,76.0,7.0,2014,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2015,85.38181600000001,76.0,4.0,2015,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2016,79.84363440000001,76.0,3.0,2016,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2017,82.85927096000002,76.0,11.0,2017,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2018,76.57334386400002,76.0,2.0,2018,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2019,71.91600947760003,76.0,3.0,2019,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2020,69.72440852984003,76.0,5.0,2020,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2021,65.75196767685603,76.0,3.0,2021,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2022,59.17677090917042,76.0,0.0,2022,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2023,57.25909381825338,76.0,4.0,2023,0.1,0,0
wind,DEU,Germany,德国,pre2008_flow_lag0,2024,51.533184436428044,76.0,0.0,2024,0.1,0,0
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2010,12.5,5.0,8.0,2010,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2011,16.25,5.0,5.0,2011,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2012,29.625,5.0,15.0,2012,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2013,33.6625,5.0,7.0,2013,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2014,43.29625,5.0,13.0,2014,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2015,52.966625,5.0,14.0,2015,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2016,61.669962500000004,5.0,14.0,2016,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2017,62.50296625000001,5.0,7.0,2017,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2018,63.25266962500001,5.0,7.0,2018,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2019,57.92740266250001,5.0,1.0,2019,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2020,54.13466239625001,5.0,2.0,2020,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2021,48.721196156625005,5.0,0.0,2021,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2022,45.84907654096251,5.0,2.0,2022,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2023,42.26416888686626,5.0,1.0,2023,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag0,2024,38.03775199817964,5.0,0.0,2024,0.1,0,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2010,5.5,5.0,1.0,2008,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2011,4.95,5.0,0.0,2009,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2012,12.455,5.0,8.0,2010,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2013,16.2095,5.0,5.0,2011,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2014,29.588549999999998,5.0,15.0,2012,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2015,33.629695,5.0,7.0,2013,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2016,43.2667255,5.0,13.0,2014,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2017,52.94005295,5.0,14.0,2015,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2018,61.646047655000004,5.0,14.0,2016,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2019,62.4814428895,5.0,7.0,2017,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2020,63.23329860055,5.0,7.0,2018,0.1,2,1
wind,ESP,Spain,西班牙,pre2009_mean_lag2,2021,57.909968740495,5.0,1.0,2019,0.1,2,1
