scenario,year,fuel,household_Mtoe,nonenergy_industries_Mtoe,energy_industries_Mtoe,power_sector_Mtoe,modeled_final_demand_Mtoe,group,final_energy_share_pct
S1_NO_CN,2020,Coal,76.94633236306576,638.1019728251764,780.4111824923201,2457.3442766966737,715.0483051882422,GLOBAL,7.52416963238845
S1_NO_CN,2020,Electricity,721.7144200116753,1779.0087492103596,103.64695982442005,141.8039738086276,2500.723169222035,GLOBAL,26.3141177908494
S1_NO_CN,2020,Gas,550.078459568741,1098.8620530154758,719.0455319594867,1288.8175591084682,1648.9405125842168,GLOBAL,17.351146825157485
S1_NO_CN,2020,Oil,0.13768845772896637,7.014821411603694,4079.312464450194,46.97375521801782,7.152509869332661,GLOBAL,0.07526302371980843
S1_NO_CN,2020,Oil_pct,1126.1469080040517,3505.340328594562,950.9195862774571,319.00284563641907,4631.487236598613,GLOBAL,48.73530272788486
S1_NO_CN,2025,Coal,77.2436000126122,512.0990085706812,838.029915360557,2771.1335764671935,589.3426085832934,GLOBAL,6.134307546151437
S1_NO_CN,2025,Electricity,692.7900449449108,1406.5123680534023,80.62881667886461,143.95337222690824,2099.3024129983132,GLOBAL,21.85107006714825
S1_NO_CN,2025,Gas,547.1511682286509,1054.824696346438,738.530847727824,1617.0785242529296,1601.975864575089,GLOBAL,16.674532761916467
S1_NO_CN,2025,Oil,0.1424969179126296,7.429241172408651,4284.133944152818,61.821218384257634,7.571738090321281,GLOBAL,0.07881217042255577
S1_NO_CN,2025,Oil_pct,1237.634020122628,4071.494217021423,1182.77780197628,384.8810259365758,5309.128237144051,GLOBAL,55.261277454361284
S1_NO_CN,2030,Coal,79.55123669853313,519.8046027725671,936.8913804926505,2744.8660812530434,599.3558394711002,GLOBAL,5.7015427906391825
S1_NO_CN,2030,Electricity,739.0980422953581,1340.9211830512006,76.9314951223479,149.21132063141343,2080.019225346559,GLOBAL,19.786774129256486
S1_NO_CN,2030,Gas,588.9622104635769,1087.195158055567,791.4247501587668,1628.9750579520103,1676.1573685191438,GLOBAL,15.944923417932047
