group,year,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
GLOBAL,2050,S1_NO_CN,total_generation_TWh,51032.23368441057,49600.47187709906,-1431.7618073115082,-2.805602859098221
GLOBAL,2050,S2_CAPACITY,total_generation_TWh,51032.23368441057,50403.74847127549,-628.4852131350781,-1.231545569848472
ROW_EX_CHINA,2025,S1_NO_CN,total_generation_TWh,23251.390629226098,22406.324266215408,-845.0663630106901,-3.634476649101901
ROW_EX_CHINA,2025,S2_CAPACITY,total_generation_TWh,23251.390629226098,21091.084393679168,-2160.30623554693,-9.291084004375673
ROW_EX_CHINA,2030,S1_NO_CN,total_generation_TWh,26905.10820713472,25327.177749019662,-1577.9304581150573,-5.864798780837537
ROW_EX_CHINA,2030,S2_CAPACITY,total_generation_TWh,26905.10820713472,24109.874600060226,-2795.233607074493,-10.389230125204444
ROW_EX_CHINA,2035,S1_NO_CN,total_generation_TWh,28731.02778107904,27093.300204416508,-1637.7275766625316,-5.700205329031303
ROW_EX_CHINA,2035,S2_CAPACITY,total_generation_TWh,28731.02778107904,25812.53932136349,-2918.4884597155506,-10.157967483632923
ROW_EX_CHINA,2040,S1_NO_CN,total_generation_TWh,30335.828564113912,28679.568168578036,-1656.2603955358754,-5.45974998518803
ROW_EX_CHINA,2040,S2_CAPACITY,total_generation_TWh,30335.828564113912,27353.660622271127,-2982.167941842785,-9.830514223602158
ROW_EX_CHINA,2045,S1_NO_CN,total_generation_TWh,31713.982522283997,30079.872887786933,-1634.1096344970647,-5.152647206476982
ROW_EX_CHINA,2045,S2_CAPACITY,total_generation_TWh,31713.982522283997,28732.102444507436,-2981.880077776561,-9.402414457664934
ROW_EX_CHINA,2050,S1_NO_CN,total_generation_TWh,32568.883993052077,31104.23915540698,-1464.6448376450971,-4.497067931334553
ROW_EX_CHINA,2050,S2_CAPACITY,total_generation_TWh,32568.883993052077,29778.566077474745,-2790.3179155773323,-8.567434844167797
CHINA,2025,S1_NO_CN,total_generation_TWh,11357.55445889313,11366.255420370542,8.70096147741242,0.07660946296937578
CHINA,2025,S2_CAPACITY,total_generation_TWh,11357.55445889313,11100.545418656187,-257.0090402369424,-2.26289067040925
CHINA,2030,S1_NO_CN,total_generation_TWh,15323.598180644916,15349.372112896604,25.773932251688166,0.16819765141220527
CHINA,2030,S2_CAPACITY,total_generation_TWh,15323.598180644916,15741.257547394012,417.6593667490961,2.7255959196100394
CHINA,2035,S1_NO_CN,total_generation_TWh,16984.908204650445,17014.281654336508,29.373449686063395,0.17293852479003086
