scenario,year,region,technology,CO2_Mt,CO2_Mt_S0,CO2_Mt_gap,CO2_Mt_pct
S1_NO_CN,2030,South Korea,TnD,0.0489046521293864,0.0534054068277884,-0.0045007546984020055,-8.427526285709577
S2_CAPACITY,2030,South Korea,TnD,0.0409189731508084,0.0534054068277884,-0.012486433676980005,-23.380467294713963
S1_NO_CN,2030,South Korea,Coal_Power,185.55458548117616,173.69234536018575,11.862240120990407,6.829454744474596
S2_CAPACITY,2030,South Korea,Coal_Power,130.66913151850136,173.69234536018575,-43.023213841684395,-24.769781162472743
S1_NO_CN,2030,South Korea,Oil_Power,39.77032565103519,36.97472752649916,2.795598124536035,7.560834958235939
S2_CAPACITY,2030,South Korea,Oil_Power,28.00074632683059,36.97472752649916,-8.973981199668568,-24.270581015741275
S1_NO_CN,2030,South Korea,Gas_Power,67.53506623862606,63.18488087881599,4.3501853598100695,6.884851722919932
S2_CAPACITY,2030,South Korea,Gas_Power,65.51942654339612,63.18488087881599,2.3345456645801335,3.6947852589255055
S1_NO_CN,2030,South Korea,Nuclear,0.0001312920486719,0.0001215273875092,9.764661162700011e-06,8.034946988357497
S2_CAPACITY,2030,South Korea,Nuclear,0.0001364053771026,0.0001215273875092,1.4877989593399996e-05,12.242499323268746
S1_NO_CN,2030,South Korea,Hydro,2.705572656658677e-05,2.485187482749082e-05,2.203851739095949e-06,8.867949619068888
S2_CAPACITY,2030,South Korea,Hydro,2.8498874959676957e-05,2.485187482749082e-05,3.6470001321861364e-06,14.674949707021186
S1_NO_CN,2030,South Korea,Wind,0.0002771003871506,0.0002547594286034,2.234095854719998e-05,8.769433449303088
S2_CAPACITY,2030,South Korea,Wind,0.0002912373780207,0.0002547594286034,3.647794941729997e-05,14.31858660434016
S1_NO_CN,2030,South Korea,Solar,0.0002452561436651,0.0009705641145773,-0.0007253079709122,-74.73055721085319
S2_CAPACITY,2030,South Korea,Solar,0.0002584817923518,0.0009705641145773,-0.0007120823222255,-73.36788075413503
S1_NO_CN,2030,South Korea,Biomass,3.0237901256314905,2.778679324889654,0.24511080074183633,8.821125868907886
S2_CAPACITY,2030,South Korea,Biomass,2.7294721476719443,2.778679324889654,-0.04920717721770984,-1.7708836272304986
S1_NO_CN,2030,Rest of World,TnD,0.0106670151935209,0.0106815980125607,-1.4582819039800354e-05,-0.1365228219846144
S2_CAPACITY,2030,Rest of World,TnD,0.008894052874148,0.0106815980125607,-0.0017875451384126995,-16.734810056610353
S1_NO_CN,2030,Rest of World,Coal_Power,22.761490396088192,22.7387778311556,0.022712564932593438,0.0998847216030835
S2_CAPACITY,2030,Rest of World,Coal_Power,16.718623663988105,22.7387778311556,-6.020154167167494,-26.47527590035628
