scenario,year,region,technology,CO2_Mt
S0_BASELINE,2050,South Africa,Nuclear,0.0001539644774921
S0_BASELINE,2050,South Africa,Hydro,2.104484418936532e-05
S0_BASELINE,2050,South Africa,Wind,0.0001652000012822
S0_BASELINE,2050,South Africa,Solar,0.0006620465969164
S0_BASELINE,2050,South Africa,Biomass,0.0026585241845085
S1_NO_CN,2030,Australia_Oceania,TnD,0.9351564255478044
S1_NO_CN,2030,Australia_Oceania,Coal_Power,135.47471418585417
S1_NO_CN,2030,Australia_Oceania,Oil_Power,17.9699223931667
S1_NO_CN,2030,Australia_Oceania,Gas_Power,41.56367472125616
S1_NO_CN,2030,Australia_Oceania,Nuclear,0.0001618193638513
S1_NO_CN,2030,Australia_Oceania,Hydro,3.775691186638725e-05
S1_NO_CN,2030,Australia_Oceania,Wind,0.0004412520666335
S1_NO_CN,2030,Australia_Oceania,Solar,0.0003333421227542
S1_NO_CN,2030,Australia_Oceania,Biomass,0.4181004671105704
S1_NO_CN,2030,China,TnD,1.5523864646628476
S1_NO_CN,2030,China,Coal_Power,5087.659664579383
S1_NO_CN,2030,China,Oil_Power,167.76161387521205
S1_NO_CN,2030,China,Gas_Power,230.82976552811036
S1_NO_CN,2030,China,Nuclear,0.0002935698765387
S1_NO_CN,2030,China,Hydro,9.657371150033392e-05
S1_NO_CN,2030,China,Wind,0.0011249334980815
S1_NO_CN,2030,China,Solar,0.0027864519894323
S1_NO_CN,2030,China,Biomass,38.98888645602806
S1_NO_CN,2030,Japan,TnD,0.1181855448305808
S1_NO_CN,2030,Japan,Coal_Power,310.6115213729996
S1_NO_CN,2030,Japan,Oil_Power,94.907513410982
S1_NO_CN,2030,Japan,Gas_Power,223.3064467669136
S1_NO_CN,2030,Japan,Nuclear,0.0001051518418065
S1_NO_CN,2030,Japan,Hydro,2.727841625903579e-05
S1_NO_CN,2030,Japan,Wind,0.0001727194917693
S1_NO_CN,2030,Japan,Solar,7.297720223256932e-05
S1_NO_CN,2030,Japan,Biomass,11.470277049962236
S1_NO_CN,2030,South Korea,TnD,0.0489046521293864
