region,year,technology,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
Rest of World,2040,Hydro,S1_NO_CN,generation_TWh,10.756655355937385,10.794312723527668,0.03765736759028293,0.3500843556310194
Rest of World,2040,Hydro,S2_CAPACITY,generation_TWh,10.756655355937385,12.779690323909431,2.0230349679720465,18.807286289556405
Rest of World,2040,Wind,S1_NO_CN,generation_TWh,3.9853292071238897,4.000772433009521,0.015443225885631406,0.3875018871220525
Rest of World,2040,Wind,S2_CAPACITY,generation_TWh,3.9853292071238897,5.080122834212673,1.0947936270887837,27.470594527844998
Rest of World,2040,Solar,S1_NO_CN,generation_TWh,4.205829958243925,4.220772801845244,0.014942843601319034,0.3552888193216012
Rest of World,2040,Solar,S2_CAPACITY,generation_TWh,4.205829958243925,5.216394370731763,1.0105644124878381,24.02770493626382
Rest of World,2040,Biomass,S1_NO_CN,generation_TWh,0.0835723227262874,0.0834558202802143,-0.00011650244607309956,-0.13940314481226462
Rest of World,2040,Biomass,S2_CAPACITY,generation_TWh,0.0835723227262874,0.091249907649757,0.0076775849234696075,9.186755462828184
Southeast Asia,2040,Coal_Power,S1_NO_CN,generation_TWh,691.6222866093657,688.9141608582593,-2.7081257511064223,-0.391561377292053
Southeast Asia,2040,Coal_Power,S2_CAPACITY,generation_TWh,691.6222866093657,488.94089590630057,-202.68139070306512,-29.305213933561593
Southeast Asia,2040,Oil_Power,S1_NO_CN,generation_TWh,66.68719268428009,66.49222175003841,-0.194970934241681,-0.2923663845991237
Southeast Asia,2040,Oil_Power,S2_CAPACITY,generation_TWh,66.68719268428009,64.81564753378852,-1.8715451504915706,-2.8064536459828253
Southeast Asia,2040,Gas_Power,S1_NO_CN,generation_TWh,580.5623451717978,577.570798766639,-2.9915464051588287,-0.5152842636174728
Southeast Asia,2040,Gas_Power,S2_CAPACITY,generation_TWh,580.5623451717978,533.1248313696785,-47.43751380211927,-8.170959449339026
Southeast Asia,2040,Nuclear,S1_NO_CN,generation_TWh,2.97829837013196,-2.1274940818605157,-5.1057924519924756,-171.43320841176342
