region,year,scenario,outcome,baseline,counterfactual,deviation,deviation_pct_baseline
Japan,2050,S2_CAPACITY,total_generation_TWh,1276.845886467621,1191.7367836034816,-85.10910286413946,-6.665573642531972
South Korea,2050,S1_NO_CN,total_generation_TWh,764.2039403505246,718.9250259857236,-45.27891436480104,-5.924977872272228
South Korea,2050,S2_CAPACITY,total_generation_TWh,764.2039403505246,679.6705245568902,-84.53341579363439,-11.061630453627426
Rest of World,2050,S1_NO_CN,total_generation_TWh,141.20019893221172,141.41169981297568,0.211500880763964,0.14978794814977753
Rest of World,2050,S2_CAPACITY,total_generation_TWh,141.20019893221172,127.93280972281472,-13.267389209396995,-9.396154757378556
Southeast Asia,2050,S1_NO_CN,total_generation_TWh,2055.7605618609578,2052.106868720605,-3.6536931403529707,-0.17772950839398824
Southeast Asia,2050,S2_CAPACITY,total_generation_TWh,2055.7605618609578,1922.118340466764,-133.6422213941937,-6.500865123767885
"Central, Western and South Asia",2050,S1_NO_CN,total_generation_TWh,4426.856315821487,4410.448540213499,-16.407775607988697,-0.37064170231474797
"Central, Western and South Asia",2050,S2_CAPACITY,total_generation_TWh,4426.856315821487,3831.484573994037,-595.3717418274505,-13.449086650940192
India,2050,S1_NO_CN,total_generation_TWh,2785.49431335336,2623.742036946414,-161.7522764069463,-5.806950516162366
India,2050,S2_CAPACITY,total_generation_TWh,2785.49431335336,2513.0508187075648,-272.44349464579545,-9.780795219711296
Canada,2050,S1_NO_CN,total_generation_TWh,1240.729927714172,1202.4137961161446,-38.31613159802737,-3.0881927438163874
Canada,2050,S2_CAPACITY,total_generation_TWh,1240.729927714172,1244.99957530424,4.269647590067962,0.3441238495741004
United States,2050,S1_NO_CN,total_generation_TWh,6942.467581819126,6670.6616033050095,-271.80597851411676,-3.915120601008205
United States,2050,S2_CAPACITY,total_generation_TWh,6942.467581819126,6487.087505877709,-455.3800759414171,-6.5593403292794985
Rest of America,2050,S1_NO_CN,total_generation_TWh,1594.4606944953912,1594.9314568586726,0.4707623632814375,0.029524864733678654
Rest of America,2050,S2_CAPACITY,total_generation_TWh,1594.4606944953912,1550.5017919184183,-43.95890257697283,-2.7569762446157244
Brazil,2050,S1_NO_CN,total_generation_TWh,1090.2279995366607,838.497430763766,-251.73056877289469,-23.089717827819356
Brazil,2050,S2_CAPACITY,total_generation_TWh,1090.2279995366607,821.9333005897823,-268.2946989468784,-24.609044994340795
"EU, UK and EFTA",2050,S1_NO_CN,total_generation_TWh,5844.305191465012,5401.979223140283,-442.32596832472973,-7.568495378555862
"EU, UK and EFTA",2050,S2_CAPACITY,total_generation_TWh,5844.305191465012,5460.557764977759,-383.7474264872535,-6.566177054676678
Eastern Europe,2050,S1_NO_CN,total_generation_TWh,357.14433375528404,359.4667669791257,2.3224332238416423,0.6502786140891088
Eastern Europe,2050,S2_CAPACITY,total_generation_TWh,357.14433375528404,361.1265160890846,3.9821823338005515,1.1150064434535172
Russia,2050,S1_NO_CN,total_generation_TWh,1665.0051526745772,1668.8869502914133,3.8817976168361383,0.23314027650909197
Russia,2050,S2_CAPACITY,total_generation_TWh,1665.0051526745772,1517.0131919624405,-147.9919607121367,-8.88837854191683
North Africa,2050,S1_NO_CN,total_generation_TWh,863.3296145599946,860.0702421636205,-3.2593723963741468,-0.377535108422676
North Africa,2050,S2_CAPACITY,total_generation_TWh,863.3296145599946,801.7944267950013,-61.53518776499334,-7.127658628547732
Sub Saharan,2050,S1_NO_CN,total_generation_TWh,487.1440456372736,486.5329069074884,-0.6111387297852389,-0.12545339212465534
Sub Saharan,2050,S2_CAPACITY,total_generation_TWh,487.1440456372736,481.0599585808441,-6.084087056429496,-1.248929779788316
South Africa,2050,S1_NO_CN,total_generation_TWh,380.5208062625624,380.6736149943052,0.1528087317427662,0.04015778617827456
South Africa,2050,S2_CAPACITY,total_generation_TWh,380.5208062625624,347.0905620105329,-33.430244252029524,-8.785391942264095
Australia_Oceania,2025,S1_NO_CN,renewable_generation_TWh,185.0292788849619,72.89193611595927,-112.13734276900264,-60.60518824089548
Australia_Oceania,2025,S2_CAPACITY,renewable_generation_TWh,185.0292788849619,98.36396779476549,-86.66531109019643,-46.838701211216836
China,2025,S1_NO_CN,renewable_generation_TWh,4158.949336481802,4170.600368685779,11.651032203977593,0.28014364353458565
China,2025,S2_CAPACITY,renewable_generation_TWh,4158.949336481802,5625.524919606583,1466.5755831247816,35.263126921507734
Japan,2025,S1_NO_CN,renewable_generation_TWh,129.49239191244106,80.64997162307475,-48.842420289366316,-37.718370606971355
Japan,2025,S2_CAPACITY,renewable_generation_TWh,129.49239191244106,89.35653165066996,-40.1358602617711,-30.99476322045992
South Korea,2025,S1_NO_CN,renewable_generation_TWh,62.6996827520902,18.207465038636688,-44.49221771345351,-70.96083386796768
South Korea,2025,S2_CAPACITY,renewable_generation_TWh,62.6996827520902,20.245736756072347,-42.45394599601785,-67.7099853341803
Rest of World,2025,S1_NO_CN,renewable_generation_TWh,11.872874353280336,11.89890994324374,0.026035589963404604,0.21928632602947806
Rest of World,2025,S2_CAPACITY,renewable_generation_TWh,11.872874353280336,15.842081683338275,3.969207330057939,33.43088802216873
Southeast Asia,2025,S1_NO_CN,renewable_generation_TWh,191.92709243512684,192.6417406481581,0.7146482130312677,0.37235400378548716
Southeast Asia,2025,S2_CAPACITY,renewable_generation_TWh,191.92709243512684,245.49833199737265,53.57123956224581,27.912286317969098
"Central, Western and South Asia",2025,S1_NO_CN,renewable_generation_TWh,172.0849630200509,162.8867973626856,-9.198165657365308,-5.345130391371593
"Central, Western and South Asia",2025,S2_CAPACITY,renewable_generation_TWh,172.0849630200509,204.4944907827095,32.4095277626586,18.833445522420412
India,2025,S1_NO_CN,renewable_generation_TWh,247.31700218216855,123.83231280235952,-123.48468937980903,-49.92972108276356
India,2025,S2_CAPACITY,renewable_generation_TWh,247.31700218216855,149.2830821875765,-98.03391999459205,-39.638973111271305
Canada,2025,S1_NO_CN,renewable_generation_TWh,344.79721008494886,326.0657979649709,-18.73141211997796,-5.432588075571447
Canada,2025,S2_CAPACITY,renewable_generation_TWh,344.79721008494886,380.6386268060117,35.84141672106284,10.394926546021782
United States,2025,S1_NO_CN,renewable_generation_TWh,764.4101869129737,551.0422177603203,-213.36796915265336,-27.912758464709576
United States,2025,S2_CAPACITY,renewable_generation_TWh,764.4101869129737,654.6442494854508,-109.76593742752289,-14.359559737267011
Rest of America,2025,S1_NO_CN,renewable_generation_TWh,236.66790498302916,238.0730494593313,1.4051444763021266,0.5937199116216818
Rest of America,2025,S2_CAPACITY,renewable_generation_TWh,236.66790498302916,288.14126517935773,51.47336019632857,21.74919332641221
Brazil,2025,S1_NO_CN,renewable_generation_TWh,527.2009346530979,310.3775711942609,-216.82336345883698,-41.12727220438415
Brazil,2025,S2_CAPACITY,renewable_generation_TWh,527.2009346530979,329.6067638065532,-197.59417084654467,-37.47985973821596
"EU, UK and EFTA",2025,S1_NO_CN,renewable_generation_TWh,1513.4040450362302,991.0285737156626,-522.3754713205676,-34.51659013558816
"EU, UK and EFTA",2025,S2_CAPACITY,renewable_generation_TWh,1513.4040450362302,1060.704551909881,-452.6994931263491,-29.91266572936322
Eastern Europe,2025,S1_NO_CN,renewable_generation_TWh,8.307386672238607,8.371509784601992,0.06412311236338475,0.7718806755157982
Eastern Europe,2025,S2_CAPACITY,renewable_generation_TWh,8.307386672238607,9.78110663705982,1.4737199648212123,17.7398744390465
Russia,2025,S1_NO_CN,renewable_generation_TWh,61.15152234160831,61.228240454180266,0.07671811257195316,0.12545576893962807
Russia,2025,S2_CAPACITY,renewable_generation_TWh,61.15152234160831,75.84440068414753,14.692878342539217,24.027003384250968
North Africa,2025,S1_NO_CN,renewable_generation_TWh,22.292883159714517,22.41597646419005,0.1230933044755318,0.5521641305597196
North Africa,2025,S2_CAPACITY,renewable_generation_TWh,22.292883159714517,28.773185063988176,6.480301904273659,29.068926876108232
Sub Saharan,2025,S1_NO_CN,renewable_generation_TWh,68.538124424368,68.81058138154742,0.2724569571794291,0.3975261352243248
Sub Saharan,2025,S2_CAPACITY,renewable_generation_TWh,68.538124424368,82.71292912154969,14.174804697181699,20.68163495314733
South Africa,2025,S1_NO_CN,renewable_generation_TWh,14.843220517730408,14.87555144895441,0.03233093122400099,0.2178161483579746
South Africa,2025,S2_CAPACITY,renewable_generation_TWh,14.843220517730408,18.55168428656288,3.7084637688324733,24.984226060662966
Australia_Oceania,2030,S1_NO_CN,renewable_generation_TWh,319.494540614295,121.73754505104604,-197.75699556324895,-61.89683090766429
Australia_Oceania,2030,S2_CAPACITY,renewable_generation_TWh,319.494540614295,155.9137957507398,-163.58074486355517,-51.199856044186866
China,2030,S1_NO_CN,renewable_generation_TWh,8318.069401208586,8350.192638808798,32.12323760021172,0.38618621762814737
China,2030,S2_CAPACITY,renewable_generation_TWh,8318.069401208586,10486.268500695953,2168.1990994873668,26.06613379749314
Japan,2030,S1_NO_CN,renewable_generation_TWh,192.77340218193524,107.77892147808616,-84.99448070384908,-44.09035673066204
Japan,2030,S2_CAPACITY,renewable_generation_TWh,192.77340218193524,117.797437223183,-74.97596495875224,-38.89331417619097
South Korea,2030,S1_NO_CN,renewable_generation_TWh,113.17604214832254,32.26286441944777,-80.91317772887476,-71.49320314880266
South Korea,2030,S2_CAPACITY,renewable_generation_TWh,113.17604214832254,35.47559823117569,-77.70044391714686,-68.65449828623338
Rest of World,2030,S1_NO_CN,renewable_generation_TWh,16.32221577749963,16.377914353148917,0.05569857564928782,0.34124396104399607
Rest of World,2030,S2_CAPACITY,renewable_generation_TWh,16.32221577749963,20.611890025325955,4.289674247826326,26.281200458945616
Southeast Asia,2030,S1_NO_CN,renewable_generation_TWh,403.4914486461223,405.7586070759876,2.267158429865276,0.5618851248204921
Southeast Asia,2030,S2_CAPACITY,renewable_generation_TWh,403.4914486461223,486.1705144786332,82.6790658325109,20.490909066334055
"Central, Western and South Asia",2030,S1_NO_CN,renewable_generation_TWh,386.1190545700682,367.53089480990354,-18.58815976016467,-4.814100609684239
"Central, Western and South Asia",2030,S2_CAPACITY,renewable_generation_TWh,386.1190545700682,426.7608939323896,40.64183936232138,10.525727461851067
India,2030,S1_NO_CN,renewable_generation_TWh,513.1555622299722,221.7127125865552,-291.44284964341705,-56.79424936503096
India,2030,S2_CAPACITY,renewable_generation_TWh,513.1555622299722,255.79745347106177,-257.3581087589105,-50.15206453975347
Canada,2030,S1_NO_CN,renewable_generation_TWh,477.1602116337991,434.5331953560423,-42.62701627775681,-8.93348088093969
Canada,2030,S2_CAPACITY,renewable_generation_TWh,477.1602116337991,495.8383722893198,18.678160655520685,3.914442193653692
United States,2030,S1_NO_CN,renewable_generation_TWh,1334.1454300186283,963.6594162202776,-370.48601379835065,-27.76953737293675
United States,2030,S2_CAPACITY,renewable_generation_TWh,1334.1454300186283,1109.972592776552,-224.1728372420764,-16.80272871293697
Rest of America,2030,S1_NO_CN,renewable_generation_TWh,363.9178578403751,367.52586102580256,3.6080031854274353,0.991433398415422
Rest of America,2030,S2_CAPACITY,renewable_generation_TWh,363.9178578403751,428.1349237931321,64.21706595275697,17.646033182830074
Brazil,2030,S1_NO_CN,renewable_generation_TWh,701.6371304813958,356.8748978074094,-344.76223267398643,-49.136828382706
Brazil,2030,S2_CAPACITY,renewable_generation_TWh,701.6371304813958,375.4139117476487,-326.22321873374716,-46.494577404979154
"EU, UK and EFTA",2030,S1_NO_CN,renewable_generation_TWh,2631.856432736884,1732.4038109062733,-899.4526218306107,-34.17559600298046
"EU, UK and EFTA",2030,S2_CAPACITY,renewable_generation_TWh,2631.856432736884,1796.057834706628,-835.798598030256,-31.756998126265717
Eastern Europe,2030,S1_NO_CN,renewable_generation_TWh,16.277792128226,16.49224743610913,0.21445530788312794,1.3174717197135009
Eastern Europe,2030,S2_CAPACITY,renewable_generation_TWh,16.277792128226,19.19122494315231,2.91343281492631,17.8982062922057
Russia,2030,S1_NO_CN,renewable_generation_TWh,62.60092023836523,62.7862256229488,0.1853053845835717,0.29601063990431015
Russia,2030,S2_CAPACITY,renewable_generation_TWh,62.60092023836523,74.13034488231617,11.52942464395094,18.417340512009098
North Africa,2030,S1_NO_CN,renewable_generation_TWh,60.99559907752145,61.4875862979927,0.4919872204712519,0.8065946197953856
North Africa,2030,S2_CAPACITY,renewable_generation_TWh,60.99559907752145,74.35939422488092,13.363795147359468,21.909441581801588
Sub Saharan,2030,S1_NO_CN,renewable_generation_TWh,86.56714445617952,87.09831203391182,0.5311675777323046,0.6135902726942585
Sub Saharan,2030,S2_CAPACITY,renewable_generation_TWh,86.56714445617952,101.84689858412762,15.279754127948095,17.650754479585196
South Africa,2030,S1_NO_CN,renewable_generation_TWh,32.76840307820101,32.87773461631284,0.1093315381118316,0.3336492713755825
South Africa,2030,S2_CAPACITY,renewable_generation_TWh,32.76840307820101,38.89923259140601,6.130829513205001,18.709576718077848
Australia_Oceania,2035,S1_NO_CN,renewable_generation_TWh,363.65990806517055,136.46353487788951,-227.19637318728104,-62.47495754922914
Australia_Oceania,2035,S2_CAPACITY,renewable_generation_TWh,363.65990806517055,167.82250802415896,-195.8374000410116,-53.85179825924504
China,2035,S1_NO_CN,renewable_generation_TWh,10248.16479413044,10281.436379857332,33.271585726892226,0.3246589647538482
China,2035,S2_CAPACITY,renewable_generation_TWh,10248.16479413044,12649.41882176892,2401.2540276384807,23.43106376483896
Japan,2035,S1_NO_CN,renewable_generation_TWh,178.2522035671255,99.64617773242954,-78.60602583469596,-44.09820706934196
Japan,2035,S2_CAPACITY,renewable_generation_TWh,178.2522035671255,109.36159121686194,-68.89061235026355,-38.64783210061188
South Korea,2035,S1_NO_CN,renewable_generation_TWh,121.72769960142747,34.79966651210102,-86.92803308932645,-71.41187533647195
South Korea,2035,S2_CAPACITY,renewable_generation_TWh,121.72769960142747,38.24141819988056,-83.4862814015469,-68.58445668069446
Rest of World,2035,S1_NO_CN,renewable_generation_TWh,17.4093953144556,17.46963793268476,0.06024261822915733,0.34603509852600034
Rest of World,2035,S2_CAPACITY,renewable_generation_TWh,17.4093953144556,21.55298446349065,4.143589149035048,23.800879204543584
Southeast Asia,2035,S1_NO_CN,renewable_generation_TWh,459.0711438007712,461.6716664926996,2.600522691928404,0.5664748758543153
Southeast Asia,2035,S2_CAPACITY,renewable_generation_TWh,459.0711438007712,545.9462343334297,86.87509053265853,18.924101788101236
"Central, Western and South Asia",2035,S1_NO_CN,renewable_generation_TWh,405.6014623455345,386.6892186452372,-18.912243700297324,-4.662765166311423
"Central, Western and South Asia",2035,S2_CAPACITY,renewable_generation_TWh,405.6014623455345,426.6056289317645,21.004166586229985,5.178523387160868
India,2035,S1_NO_CN,renewable_generation_TWh,603.0577736652331,268.4563602066711,-334.601413458562,-55.48413901124911
India,2035,S2_CAPACITY,renewable_generation_TWh,603.0577736652331,306.8880811623559,-296.1696925028772,-49.111329865268544
Canada,2035,S1_NO_CN,renewable_generation_TWh,507.7566207687085,463.0832498222617,-44.67337094644682,-8.79818580776247
Canada,2035,S2_CAPACITY,renewable_generation_TWh,507.7566207687085,522.4520430898368,14.69542232112832,2.894186253815945
United States,2035,S1_NO_CN,renewable_generation_TWh,1378.9614620198613,995.0774969317912,-383.8839650880701,-27.838628972688504
United States,2035,S2_CAPACITY,renewable_generation_TWh,1378.9614620198613,1131.5078359897934,-247.45362603006788,-17.9449268776232
Rest of America,2035,S1_NO_CN,renewable_generation_TWh,349.24662194098124,352.86083998011304,3.6142180391317993,1.034861273401969
Rest of America,2035,S2_CAPACITY,renewable_generation_TWh,349.24662194098124,406.33361307528247,57.08699113430123,16.34575327229601
Brazil,2035,S1_NO_CN,renewable_generation_TWh,657.5271849551398,332.7776770468681,-324.74950790827165,-49.38951808211974
Brazil,2035,S2_CAPACITY,renewable_generation_TWh,657.5271849551398,348.69001912997487,-308.8371658251649,-46.969490066975034
"EU, UK and EFTA",2035,S1_NO_CN,renewable_generation_TWh,2680.0953044161224,1740.4745058933229,-939.6207985227995,-35.059230803268115
"EU, UK and EFTA",2035,S2_CAPACITY,renewable_generation_TWh,2680.0953044161224,1797.7785280047265,-882.316776411396,-32.92109705791283
Eastern Europe,2035,S1_NO_CN,renewable_generation_TWh,15.68618095768958,15.896405279432017,0.21022432174243733,1.3401880439188896
Eastern Europe,2035,S2_CAPACITY,renewable_generation_TWh,15.68618095768958,18.514607916261017,2.8284269585714377,18.031329398791005
Russia,2035,S1_NO_CN,renewable_generation_TWh,61.29303203173153,61.57125365552475,0.2782216237932218,0.45392047769669136
Russia,2035,S2_CAPACITY,renewable_generation_TWh,61.29303203173153,69.67064754290881,8.377615511177282,13.668136872132829
North Africa,2035,S1_NO_CN,renewable_generation_TWh,68.73566465042796,69.37501590215653,0.63935125172857,0.9301594084819681
North Africa,2035,S2_CAPACITY,renewable_generation_TWh,68.73566465042796,81.71070006616885,12.97503541574089,18.876714849166888
Sub Saharan,2035,S1_NO_CN,renewable_generation_TWh,90.7988555630449,91.40303778000909,0.6041822169641904,0.6654073041093398
Sub Saharan,2035,S2_CAPACITY,renewable_generation_TWh,90.7988555630449,105.61247337773835,14.813617814693458,16.314762694787305
South Africa,2035,S1_NO_CN,renewable_generation_TWh,33.84018794253063,33.96429843949781,0.12411049696717669,0.36675475082451764
South Africa,2035,S2_CAPACITY,renewable_generation_TWh,33.84018794253063,39.1457791274254,5.305591184894766,15.678373872819583
Australia_Oceania,2040,S1_NO_CN,renewable_generation_TWh,362.3468282051514,134.69643358360693,-227.65039462154445,-62.826655817352616
Australia_Oceania,2040,S2_CAPACITY,renewable_generation_TWh,362.3468282051514,163.91672558452527,-198.43010262062612,-54.76247814932718
China,2040,S1_NO_CN,renewable_generation_TWh,11440.362738329795,11476.332055774195,35.969317444400076,0.3144071413390457
China,2040,S2_CAPACITY,renewable_generation_TWh,11440.362738329795,14134.650091935038,2694.287353605243,23.55071613750761
Japan,2040,S1_NO_CN,renewable_generation_TWh,163.89692267078527,91.7119815457827,-72.18494112500257,-44.042889853397824
Japan,2040,S2_CAPACITY,renewable_generation_TWh,163.89692267078527,100.74890195330411,-63.14802071748116,-38.52910700728936
South Korea,2040,S1_NO_CN,renewable_generation_TWh,126.85200869346762,36.43744061378609,-90.41456807968154,-71.27562977592608
South Korea,2040,S2_CAPACITY,renewable_generation_TWh,126.85200869346762,40.129006820115855,-86.72300187335176,-68.36549359097194
Rest of World,2040,S1_NO_CN,renewable_generation_TWh,19.031386844031484,19.099313778662648,0.0679269346311635,0.3569205712008653
Rest of World,2040,S2_CAPACITY,renewable_generation_TWh,19.031386844031484,23.167457436503625,4.136070592472141,21.732891177971467
Southeast Asia,2040,S1_NO_CN,renewable_generation_TWh,532.7051134259451,535.8317657989502,3.126652373005072,0.5869386822470832
Southeast Asia,2040,S2_CAPACITY,renewable_generation_TWh,532.7051134259451,631.1814202463518,98.47630682040665,18.48608251328462
"Central, Western and South Asia",2040,S1_NO_CN,renewable_generation_TWh,438.3504244000654,418.4730913233118,-19.877333076753587,-4.534575985402108
"Central, Western and South Asia",2040,S2_CAPACITY,renewable_generation_TWh,438.3504244000654,441.53629252987,3.1858681298046463,0.7267856838886115
India,2040,S1_NO_CN,renewable_generation_TWh,701.2105776753624,335.9662987727326,-365.2442789026298,-52.08767387871978
India,2040,S2_CAPACITY,renewable_generation_TWh,701.2105776753624,382.5191662966102,-318.6914113787522,-45.44874557301615
Canada,2040,S1_NO_CN,renewable_generation_TWh,531.8185438034852,486.1382755387652,-45.68026826472004,-8.589446305881273
Canada,2040,S2_CAPACITY,renewable_generation_TWh,531.8185438034852,542.9374840686011,11.118940265115839,2.09073948147706
United States,2040,S1_NO_CN,renewable_generation_TWh,1414.054808046397,1019.8730610462796,-394.1817470001174,-27.87598788654476
United States,2040,S2_CAPACITY,renewable_generation_TWh,1414.054808046397,1143.9187457430253,-270.1360623033718,-19.103648653942997
Rest of America,2040,S1_NO_CN,renewable_generation_TWh,342.43905705727263,346.1892039283024,3.750146871029756,1.0951282553037012
Rest of America,2040,S2_CAPACITY,renewable_generation_TWh,342.43905705727263,394.259808284707,51.82075122743436,15.132839014554166
Brazil,2040,S1_NO_CN,renewable_generation_TWh,639.7117488187371,325.14776346645164,-314.56398535228544,-49.172769756557564
Brazil,2040,S2_CAPACITY,renewable_generation_TWh,639.7117488187371,339.05487669848344,-300.65687212025364,-46.998804176323645
"EU, UK and EFTA",2040,S1_NO_CN,renewable_generation_TWh,2644.181908687833,1697.9688812347183,-946.2130274531148,-35.784717547011354
"EU, UK and EFTA",2040,S2_CAPACITY,renewable_generation_TWh,2644.181908687833,1753.282591703967,-890.8993169838661,-33.69281493291708
Eastern Europe,2040,S1_NO_CN,renewable_generation_TWh,15.388116924162764,15.593176786202523,0.205059862039759,1.33258580663479
Eastern Europe,2040,S2_CAPACITY,renewable_generation_TWh,15.388116924162764,18.126884778676374,2.7387678545136094,17.797940241883236
Russia,2040,S1_NO_CN,renewable_generation_TWh,61.37183517330112,61.73539367641703,0.363558503115911,0.5923865598760383
Russia,2040,S2_CAPACITY,renewable_generation_TWh,61.37183517330112,67.24694452251,5.875109349208884,9.572973225615323
North Africa,2040,S1_NO_CN,renewable_generation_TWh,84.06084335004782,84.95572832887055,0.8948849788227307,1.0645681665317501
North Africa,2040,S2_CAPACITY,renewable_generation_TWh,84.06084335004782,97.62631716610734,13.565473816059523,16.13768465249618
Sub Saharan,2040,S1_NO_CN,renewable_generation_TWh,103.801693933666,104.54960497003673,0.7479110363707235,0.7205191052553273
Sub Saharan,2040,S2_CAPACITY,renewable_generation_TWh,103.801693933666,119.65102984159016,15.849335907924157,15.268860562191406
South Africa,2040,S1_NO_CN,renewable_generation_TWh,35.18720709540824,35.3286994819006,0.1414923864923594,0.40211314898823974
South Africa,2040,S2_CAPACITY,renewable_generation_TWh,35.18720709540824,39.904233029969504,4.7170259345612635,13.405513889668192
Australia_Oceania,2045,S1_NO_CN,renewable_generation_TWh,367.5104069167046,136.69624408516194,-230.81416283154266,-62.80479640508688
Australia_Oceania,2045,S2_CAPACITY,renewable_generation_TWh,367.5104069167046,165.88563698953362,-201.62476992717097,-54.8623293742179
China,2045,S1_NO_CN,renewable_generation_TWh,12178.66184851188,12214.882051148,36.22020263612103,0.2974070804055275
China,2045,S2_CAPACITY,renewable_generation_TWh,12178.66184851188,15271.089949002508,3092.428100490628,25.392182975081898
Japan,2045,S1_NO_CN,renewable_generation_TWh,147.63526835855336,82.6992484152733,-64.93601994328006,-43.98408365782467
Japan,2045,S2_CAPACITY,renewable_generation_TWh,147.63526835855336,91.68374325689932,-55.95152510165404,-37.89848165938762
South Korea,2045,S1_NO_CN,renewable_generation_TWh,129.56971333785566,37.44098130839037,-92.12873202946528,-71.10360103154488
South Korea,2045,S2_CAPACITY,renewable_generation_TWh,129.56971333785566,41.65910003236986,-87.91061330548581,-67.84811900930667
Rest of World,2045,S1_NO_CN,renewable_generation_TWh,20.80426849866659,20.87931191559688,0.07504341693028849,0.36071163441818804
Rest of World,2045,S2_CAPACITY,renewable_generation_TWh,20.80426849866659,25.284681611555023,4.4804131128884315,21.53602811449773
Southeast Asia,2045,S1_NO_CN,renewable_generation_TWh,630.474643019502,634.1896757316252,3.715032712123275,0.5892437948544682
Southeast Asia,2045,S2_CAPACITY,renewable_generation_TWh,630.474643019502,754.6537678656492,124.17912484614726,19.69613309925077
"Central, Western and South Asia",2045,S1_NO_CN,renewable_generation_TWh,481.5998480877177,460.15600144325424,-21.443846644463463,-4.452627368885241
"Central, Western and South Asia",2045,S2_CAPACITY,renewable_generation_TWh,481.5998480877177,470.7768856957836,-10.822962391934084,-2.2472935643374226
India,2045,S1_NO_CN,renewable_generation_TWh,778.9843178172846,434.1277232513775,-344.8565945659071,-44.27003043298687
India,2045,S2_CAPACITY,renewable_generation_TWh,778.9843178172846,501.6308178467397,-277.3534999705449,-35.60450366288372
Canada,2045,S1_NO_CN,renewable_generation_TWh,557.8415895451883,511.3566271460219,-46.48496239916642,-8.333004076850186
Canada,2045,S2_CAPACITY,renewable_generation_TWh,557.8415895451883,566.8132649214458,8.971675376257508,1.6082837035460498
United States,2045,S1_NO_CN,renewable_generation_TWh,1456.7153656934568,1050.1300439590316,-406.5853217344252,-27.911102697874938
United States,2045,S2_CAPACITY,renewable_generation_TWh,1456.7153656934568,1165.978882987737,-290.7364827057197,-19.958359028314163
Rest of America,2045,S1_NO_CN,renewable_generation_TWh,343.4576640410214,347.37975694693137,3.922092905909949,1.1419436269855685
Rest of America,2045,S2_CAPACITY,renewable_generation_TWh,343.4576640410214,393.1166988929963,49.659034851974866,14.458560705183087
Brazil,2045,S1_NO_CN,renewable_generation_TWh,642.807759977551,330.3464242635911,-312.4613357139599,-48.60883069066747
Brazil,2045,S2_CAPACITY,renewable_generation_TWh,642.807759977551,343.4119105321538,-299.3958494453972,-46.576265578351624
"EU, UK and EFTA",2045,S1_NO_CN,renewable_generation_TWh,2629.863840417165,1677.7387022480984,-952.1251381690668,-36.20435109743305
"EU, UK and EFTA",2045,S2_CAPACITY,renewable_generation_TWh,2629.863840417165,1733.3655969495007,-896.4982434676645,-34.089150536609395
Eastern Europe,2045,S1_NO_CN,renewable_generation_TWh,15.28613611456301,15.485004871311864,0.19886875674885296,1.3009746561094133
Eastern Europe,2045,S2_CAPACITY,renewable_generation_TWh,15.28613611456301,17.986959505858394,2.7008233912953834,17.66845049039126
Russia,2045,S1_NO_CN,renewable_generation_TWh,62.26179900458437,62.69515026253856,0.43335125795419316,0.6960146749410265
Russia,2045,S2_CAPACITY,renewable_generation_TWh,62.26179900458437,66.38142608187604,4.119627077291675,6.616620693835629
North Africa,2045,S1_NO_CN,renewable_generation_TWh,109.22845416261814,110.50098212353409,1.2725279609159514,1.1650150784166786
North Africa,2045,S2_CAPACITY,renewable_generation_TWh,109.22845416261814,125.03765906752008,15.809204904901947,14.473522513982825
Sub Saharan,2045,S1_NO_CN,renewable_generation_TWh,127.45662000192291,128.42860106223023,0.9719810603073142,0.7625975491054526
Sub Saharan,2045,S2_CAPACITY,renewable_generation_TWh,127.45662000192291,146.78754961908058,19.330929617157665,15.166673662667362
South Africa,2045,S1_NO_CN,renewable_generation_TWh,36.56370087777438,36.72078301239086,0.15708213461648057,0.4296122406798393
South Africa,2045,S2_CAPACITY,renewable_generation_TWh,36.56370087777438,41.05228249018923,4.488581612414848,12.276059328401512
Australia_Oceania,2050,S1_NO_CN,renewable_generation_TWh,377.69940793211,141.60231964606072,-236.09708828604926,-62.509255595255475
Australia_Oceania,2050,S2_CAPACITY,renewable_generation_TWh,377.69940793211,172.62860037638006,-205.0708075557299,-54.29471247479176
China,2050,S1_NO_CN,renewable_generation_TWh,12546.116637431804,12579.313423285674,33.1967858538701,0.2645980968710769
China,2050,S2_CAPACITY,renewable_generation_TWh,12546.116637431804,16179.30258180249,3633.185944370687,28.95864951176161
Japan,2050,S1_NO_CN,renewable_generation_TWh,130.23044659624514,73.00855214380069,-57.22189445244446,-43.9389527933127
Japan,2050,S2_CAPACITY,renewable_generation_TWh,130.23044659624514,82.37193753506537,-47.858509061179774,-36.74909386555052
South Korea,2050,S1_NO_CN,renewable_generation_TWh,128.89426158424922,37.50115640109211,-91.3931051831571,-70.90548800221006
South Korea,2050,S2_CAPACITY,renewable_generation_TWh,128.89426158424922,42.53958377115881,-86.3546778130904,-66.9965262624561
Rest of World,2050,S1_NO_CN,renewable_generation_TWh,22.585399064445458,22.66475067981556,0.0793516153701006,0.3513403289606605
Rest of World,2050,S2_CAPACITY,renewable_generation_TWh,22.585399064445458,27.80072767791157,5.215328613466113,23.091593815033463
Southeast Asia,2050,S1_NO_CN,renewable_generation_TWh,768.0676482138866,772.355261703354,4.28761348946739,0.5582338351886164
