technology,iso3,year,observed,procurement,B_fit,B_anchor,beta_B,model_factual,capacity_weight,observation_rule,observed_completed
wind,TUR,2012,2109.273740267664,1502.5737129075135,907.4581421454756,606.7000273601504,-0.1004525561962087,2410.031855052989,1064.7200000000012,reported,2109.273740267664
wind,TUR,2013,2326.015974915389,1487.7761064713409,897.3242796477101,838.2398684440482,-0.1004525561962087,2385.100386119051,1064.7200000000012,reported,2326.015974915389
wind,TUR,2014,2246.1887394604487,1314.3907807282733,883.6272871203925,931.7979587321754,-0.1004525561962087,2198.018067848666,1064.7200000000012,reported,2246.1887394604487
wind,TUR,2015,2313.6027895208003,1247.4286743621828,868.5611113738222,1066.1741151586175,-0.1004525561962087,2115.989785736005,1064.7200000000012,reported,2313.6027895208003
wind,TUR,2016,2332.5867473688395,1194.6434655762503,858.7805451375547,1137.9432817925892,-0.1004525561962087,2053.424010713805,1064.7200000000012,reported,2332.5867473688395
wind,TUR,2017,2105.3982588589097,1133.6162828795823,850.9510902432982,971.7819759793274,-0.1004525561962087,1984.5673731228803,1064.7200000000012,reported,2105.3982588589097
wind,TUR,2018,2232.7157620349126,1075.9785001425323,843.7503257513348,1156.7372618923803,-0.1004525561962087,1919.728825893867,1064.7200000000012,reported,2232.7157620349126
wind,TUR,2019,2003.9863465520727,1100.4192791342284,835.5888196430755,903.5670674178443,-0.1004525561962087,1936.008098777304,1064.7200000000012,reported,2003.9863465520727
wind,TUR,2020,1585.462353574938,881.6404405499572,822.1502018756324,703.8219130249809,-0.1004525561962087,1703.7906424255898,1064.7200000000012,reported,1585.462353574938
wind,TUR,2021,1455.22879287732,972.7986082901778,814.1986370517371,482.4301845871423,-0.1004525561962087,1786.997245341915,1064.7200000000012,reported,1455.22879287732
wind,TUR,2022,1757.8634063507664,765.752626776909,807.0574623967537,992.1107795738574,-0.1004525561962087,1572.8100891736626,1064.7200000000012,reported,1757.8634063507664
wind,TUR,2023,1468.1518868815974,732.4352615603152,797.7033840494174,735.7166253212822,-0.1004525561962087,1530.1386456097325,1064.7200000000012,reported,1468.1518868815974
wind,TUR,2024,1423.6985915002006,661.6007440343776,789.2089961088717,762.097847465823,-0.1004525561962087,1450.8097401432492,1064.7200000000012,reported,1423.6985915002006
wind,USA,2010,2849.9272631611007,1834.5826020432987,1201.045314316833,1015.3446611178019,-0.2631501440880454,3035.6279163601316,5002.399999999994,reported,2849.9272631611007
wind,USA,2011,2822.2310585314794,1677.2506484631722,1140.5923559284465,1144.9804100683073,-0.2631501440880454,2817.8430043916187,5002.399999999994,reported,2822.2310585314794
wind,USA,2012,2583.03557060981,1454.3635358719682,1085.1132620891794,1128.6720347378416,-0.2631501440880454,2539.476797961148,5002.399999999994,reported,2583.03557060981
wind,USA,2013,2390.00327947562,1316.2018677098654,1053.655355349254,1073.8014117657544,-0.2631501440880454,2369.8572230591194,5002.399999999994,reported,2390.00327947562
wind,USA,2014,2267.462988264707,1243.2188418769872,1012.0420476866141,1024.2441463877196,-0.2631501440880454,2255.2608895636013,5002.399999999994,reported,2267.462988264707
wind,USA,2015,2168.6170033307826,1204.8355128499122,967.4601957877685,963.7814904808704,-0.2631501440880454,2172.295708637681,5002.399999999994,reported,2168.6170033307826
wind,USA,2016,2216.7739436486186,991.0888474488465,939.180802332528,1225.685096199772,-0.2631501440880454,1930.2696497813745,5002.399999999994,reported,2216.7739436486186
wind,USA,2017,2007.2700635353704,940.5869487566197,916.9154842765071,1066.6831147787507,-0.2631501440880454,1857.5024330331266,5002.399999999994,reported,2007.2700635353704
wind,USA,2018,1957.1404259671533,1051.693966299303,896.7288076588887,905.4464596678504,-0.2631501440880454,1948.4227739581916,5002.399999999994,reported,1957.1404259671533
wind,USA,2019,1849.7707511846468,981.9206422970823,874.1837376743579,867.8501088875645,-0.2631501440880454,1856.1043799714403,5002.399999999994,reported,1849.7707511846468
wind,USA,2020,1635.2645679290024,870.0210571608391,837.8313550698535,765.2435107681633,-0.2631501440880454,1707.8524122306926,5002.399999999994,reported,1635.2645679290024
wind,USA,2021,1569.4893134730623,875.427769577397,816.7696955969468,694.0615438956653,-0.2631501440880454,1692.197465174344,5002.399999999994,reported,1569.4893134730623
wind,USA,2022,1294.4512143826532,706.6567431686035,798.1363242398295,587.7944712140497,-0.2631501440880454,1504.793067408433,5002.399999999994,reported,1294.4512143826532
wind,USA,2023,1536.630662300211,609.1213994514696,774.1297324913508,927.5092628487414,-0.2631501440880454,1383.2511319428204,5002.399999999994,reported,1536.630662300211
wind,USA,2024,1567.812822807036,771.5252250751016,752.7208506166098,796.2875977319343,-0.2631501440880454,1524.2460756917114,5002.399999999994,reported,1567.812822807036
