grid,scenario,year,region,household,government,investment,capital,labor,carbon_revenue,walras,foreign_saving,max_absolute_gap
fiveyear_2050,A,2035,India,-4.547473508864641e-13,-4.263256414560601e-14,0.0,-2.2737367544323206e-13,0.0,8.178011924839662e-13,2.1002506400691345e-9,278.71102632849386,2.1002506400691345e-9
fiveyear_2050,A,2035,Canada,5.400124791776761e-13,5.684341886080802e-14,0.0,1.1368683772161603e-13,4.547473508864641e-13,-3.5065284009760944e-12,-3.937998371839058e-9,45.887137827140904,3.937998371839058e-9
fiveyear_2050,A,2035,United States,6.721734280290548e-12,9.094947017729282e-13,-4.547473508864641e-11,0.0,1.8189894035458565e-12,-1.0036671937996289e-8,-2.953829607577063e-7,896.826396826642,2.953829607577063e-7
fiveyear_2050,A,2035,Rest of America,2.2737367544323206e-13,-2.8421709430404007e-13,-6.821210263296962e-13,2.2737367544323206e-13,2.2737367544323206e-13,2.305711177541525e-12,-1.1341398931108415e-9,-34.95980425816595,1.1341398931108415e-9
fiveyear_2050,A,2035,Brazil,-2.2737367544323206e-13,1.1368683772161603e-13,4.547473508864641e-13,1.1368683772161603e-13,1.1368683772161603e-13,1.7032427288860792e-11,4.497906047618017e-9,-47.68229741854434,4.497906047618017e-9
fiveyear_2050,A,2035,"EU, UK and EFTA",0.0,0.0,9.094947017729282e-13,0.0,0.0,-1.068883648258634e-9,-5.216224963078275e-8,-219.51126421909964,5.216224963078275e-8
fiveyear_2050,A,2035,Eastern Europe,-8.526512829121202e-14,-4.263256414560601e-14,2.842170943040401e-14,0.0,1.4210854715202004e-14,-1.1205036898331855e-11,1.475513045079424e-10,31.116549903696974,1.475513045079424e-10
fiveyear_2050,A,2035,Russia,3.410605131648481e-13,-5.3290705182007514e-14,-2.2737367544323206e-13,0.0,0.0,-3.820407877367982e-11,6.306208888418041e-10,-165.8853857355119,6.306208888418041e-10
fiveyear_2050,A,2035,North Africa,-1.1567635738174431e-11,1.7497114868092467e-13,1.1368683772161603e-13,-5.684341886080802e-14,0.0,-7.14279840400021e-10,-4.586581781040877e-9,75.23745621998401,4.586581781040877e-9
fiveyear_2050,A,2035,Sub Saharan,2.8421709430404007e-13,-2.1316282072803006e-14,-1.1368683772161603e-13,-2.2737367544323206e-13,3.410605131648481e-13,5.377032154152339e-12,-5.248921297607012e-10,94.11598293121345,5.248921297607012e-10
fiveyear_2050,A,2035,South Africa,-2.4158453015843406e-13,-4.973799150320701e-14,-2.842170943040401e-14,-2.842170943040401e-14,2.842170943040401e-14,-2.4710622063380035e-12,1.8900436771218665e-11,-37.1532019532015,1.8900436771218665e-11
fiveyear_2050,A,2040,Australia_Oceania,2.2737367544323206e-13,1.1368683772161603e-13,-2.2737367544323206e-13,0.0,3.410605131648481e-13,-7.302105586859398e-10,-9.459654393140227e-9,-41.759174862380604,9.459654393140227e-9
fiveyear_2050,A,2040,China,1.8189894035458565e-12,-3.410605131648481e-13,-1.8189894035458565e-12,-1.8189894035458565e-12,9.094947017729282e-13,-4.5343995225266553e-10,9.583754945197143e-7,-732.2612882912882,9.583754945197143e-7
fiveyear_2050,A,2040,Japan,2.0463630789890885e-12,4.547473508864641e-13,1.3642420526593924e-12,4.547473508864641e-13,-4.547473508864641e-13,-6.312710354450246e-10,-1.421904016751796e-8,-7.097636845529475,1.421904016751796e-8
fiveyear_2050,A,2040,South Korea,4.547473508864641e-13,0.0,-2.2737367544323206e-13,-5.684341886080801e-13,0.0,1.3031353773840237e-11,-1.5897285265964456e-8,-200.06428285424232,1.5897285265964456e-8
fiveyear_2050,A,2040,Rest of World,-1.4210854715202004e-14,-5.329070518200751e-15,2.842170943040401e-14,7.105427357601002e-15,-1.4210854715202004e-14,-5.37972484999971e-10,9.300009651269647e-10,-9.028765054398802,9.300009651269647e-10
fiveyear_2050,A,2040,Southeast Asia,-2.2737367544323206e-13,2.7000623958883807e-13,4.547473508864641e-13,4.547473508864641e-13,2.2737367544323206e-13,-4.281019982954604e-12,3.505738277453929e-8,-80.38979495617997,3.505738277453929e-8
fiveyear_2050,A,2040,"Central, Western and South Asia",-4.547473508864641e-13,-2.2737367544323206e-13,-4.547473508864641e-13,4.547473508864641e-13,0.0,-4.722444657545566e-10,-7.726157491561025e-10,20.37810385652849,7.726157491561025e-10
fiveyear_2050,A,2040,India,-9.094947017729282e-13,-4.121147867408581e-13,0.0,0.0,2.2737367544323206e-13,-1.9052307298660592e-10,-5.557240001508035e-8,335.9137923115391,5.557240001508035e-8
fiveyear_2050,A,2040,Canada,-6.536993168992922e-13,-1.1368683772161603e-13,0.0,-1.1368683772161603e-13,2.2737367544323206e-13,2.1660895299646654e-11,-1.342414179816842e-9,50.530505468586504,1.342414179816842e-9
fiveyear_2050,A,2040,United States,6.565414878423326e-12,-9.094947017729282e-13,3.637978807091713e-12,0.0,0.0,1.4402331771634636e-8,-3.109726094407961e-7,972.2888857754607,3.109726094407961e-7
fiveyear_2050,A,2040,Rest of America,-9.094947017729282e-13,-4.547473508864641e-13,-6.821210263296962e-13,0.0,-2.2737367544323206e-13,-2.9249136446196644e-10,-8.77889760886319e-9,-39.75783535407282,8.77889760886319e-9
fiveyear_2050,A,2040,Brazil,1.0231815394945443e-12,1.1368683772161603e-13,2.2737367544323206e-13,1.1368683772161603e-13,1.1368683772161603e-13,-1.3727127807530737e-11,1.3228600437287241e-9,-52.87813054030295,1.3228600437287241e-9
fiveyear_2050,A,2040,"EU, UK and EFTA",-9.094947017729282e-12,0.0,-1.8189894035458565e-12,-9.094947017729282e-13,-1.8189894035458565e-12,5.9117155615240335e-12,-1.636544766370207e-8,-239.91107398851904,1.636544766370207e-8
fiveyear_2050,A,2040,Eastern Europe,-1.4210854715202004e-14,0.0,-5.684341886080802e-14,0.0,1.4210854715202004e-14,2.8646640615193064e-11,3.3801939025579486e-10,34.30062583903879,3.3801939025579486e-10
fiveyear_2050,A,2040,Russia,-4.547473508864641e-13,9.947598300641403e-14,3.410605131648481e-13,1.1368683772161603e-13,-5.684341886080802e-14,-1.5990971050569554e-10,1.3785779628960881e-8,-178.69539763136285,1.3785779628960881e-8
fiveyear_2050,A,2040,North Africa,-2.2737367544323206e-13,5.417888360170764e-14,5.684341886080802e-14,1.1368683772161603e-13,0.0,-1.2712087744672574e-10,7.411642855004175e-9,89.75774304707643,7.411642855004175e-9
fiveyear_2050,A,2040,Sub Saharan,1.1368683772161603e-13,4.263256414560601e-14,2.2737367544323206e-13,2.2737367544323206e-13,-1.1368683772161603e-13,-1.2517793964660807e-11,3.861964614770841e-8,121.92419964644577,3.861964614770841e-8
fiveyear_2050,A,2040,South Africa,1.7053025658242404e-13,-2.842170943040401e-14,0.0,-2.842170943040401e-14,0.0,2.9592706493511214e-12,-6.59383658785373e-12,-43.25047556639559,6.59383658785373e-12
fiveyear_2050,A,2045,Australia_Oceania,-5.684341886080801e-13,-2.2737367544323206e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,-3.424815986363683e-10,-2.258366293972358e-8,-46.355617450602615,2.258366293972358e-8
fiveyear_2050,A,2045,China,9.094947017729282e-13,-1.8189894035458565e-12,9.094947017729282e-13,1.8189894035458565e-12,0.0,1.1516476661199704e-10,-3.441073204157874e-8,-851.7843518660989,3.441073204157874e-8
fiveyear_2050,A,2045,Japan,-1.5916157281026244e-12,-6.821210263296962e-13,-1.3642420526593924e-12,0.0,2.2737367544323206e-13,1.8319568084734783e-11,1.6379999578930438e-8,-7.29890124226195,1.6379999578930438e-8
fiveyear_2050,A,2045,South Korea,-9.094947017729282e-13,-2.2737367544323206e-13,-2.2737367544323206e-13,3.410605131648481e-13,2.2737367544323206e-13,5.880096409782709e-11,-1.5930186236801092e-7,-209.1426108341453,1.5930186236801092e-7
fiveyear_2050,A,2045,Rest of World,-4.263256414560601e-14,-1.5987211554602254e-14,-2.842170943040401e-14,2.1316282072803006e-14,0.0,-7.69229683006058e-19,-2.489599637556239e-9,-9.95510114658723,2.489599637556239e-9
fiveyear_2050,A,2045,Southeast Asia,-8.640199666842818e-12,1.3500311979441904e-13,2.2737367544323206e-13,0.0,0.0,-1.0956568985420745e-11,7.45253601053264e-8,-92.44935599396523,7.45253601053264e-8
fiveyear_2050,A,2045,"Central, Western and South Asia",-1.8189894035458565e-12,-3.410605131648481e-13,-9.094947017729282e-13,-4.547473508864641e-13,-4.547473508864641e-13,6.250999717849481e-11,1.1992142390226945e-8,23.36678116524051,1.1992142390226945e-8
fiveyear_2050,A,2045,India,1.8189894035458565e-12,4.263256414560601e-13,4.547473508864641e-13,-4.547473508864641e-13,-2.2737367544323206e-13,6.690551135297702e-11,-3.955165084335022e-8,394.04862278378624,3.955165084335022e-8
fiveyear_2050,A,2045,Canada,-1.1368683772161603e-13,2.2737367544323206e-13,2.2737367544323206e-13,3.410605131648481e-13,2.2737367544323206e-13,-2.2790658249505213e-11,1.7973889043787494e-9,55.1601949612777,1.7973889043787494e-9
fiveyear_2050,A,2045,United States,3.240074875066057e-12,0.0,3.637978807091713e-12,1.8189894035458565e-12,-1.8189894035458565e-12,9.640643838793039e-11,1.8396713130641729e-6,1047.9269731933666,1.8396713130641729e-6
fiveyear_2050,A,2045,Rest of America,0.0,1.1368683772161603e-13,4.547473508864641e-13,0.0,0.0,-7.354117315117037e-13,2.8358044801279902e-9,-44.91409312621463,2.8358044801279902e-9
fiveyear_2050,A,2045,Brazil,8.526512829121202e-13,-6.821210263296962e-13,0.0,-1.1368683772161603e-13,0.0,3.3136488220671034e-11,1.625494405743666e-9,-58.84499320064851,1.625494405743666e-9
