variable,value
"pfene[2,16]",0.6251097695454072
"pfene[3,16]",0.7292374886743113
"pfene[4,16]",0.6340409173466749
"pfene[5,16]",0.8459126229045871
"pfene[6,16]",1.6206291772055075
"pfene[7,16]",0.9173960624691933
"pfene[8,16]",1.274290278233114
"pfene[9,16]",0.5406007604548434
"pfene[10,16]",0.8937971011162638
"pfene[11,16]",1.5776396308148242
"pfene[13,16]",0.6543733429791821
"pfene[14,16]",0.7863467071158262
"pfene[15,16]",0.49540598314086887
"pfene[1,17]",1.0590266954208487
"pfene[2,17]",1.052974955078335
"pfene[3,17]",0.998465454272651
"pfene[4,17]",1.0491362212740598
"pfene[5,17]",1.0237398599288354
"pfene[6,17]",1.6541255365244927
"pfene[7,17]",1.3951296727379503
"pfene[8,17]",1.8913014413377922
"pfene[9,17]",1.0400068513700134
"pfene[10,17]",1.232405916270875
"pfene[11,17]",1.5129197167341497
"pfene[13,17]",1.0704400048807714
"pfene[14,17]",1.10812039596201
"pfene[15,17]",1.0005764582895493
"pfene[1,18]",1.0457963188027366
