grid,scenario,year,region,household,government,investment,capital,labor,carbon_revenue,walras,foreign_saving,max_absolute_gap
fiveyear_2050,B,2035,Canada,-2.842170943040401e-14,-4.547473508864641e-13,-1.1368683772161603e-13,1.1368683772161603e-13,2.2737367544323206e-13,-7.336353746723034e-12,8.321876521222293e-11,45.887137827140904,8.321876521222293e-11
fiveyear_2050,B,2035,United States,5.968558980384842e-13,-1.8189894035458565e-12,-4.547473508864641e-12,9.094947017729282e-13,0.0,2.8239128369023092e-8,-2.3115353542380035e-7,896.826396826642,2.3115353542380035e-7
fiveyear_2050,B,2035,Rest of America,-1.8189894035458565e-12,5.684341886080802e-14,-6.821210263296962e-13,2.2737367544323206e-13,4.547473508864641e-13,-6.775024985472555e-12,3.3192009141203016e-9,-34.95980425816595,3.3192009141203016e-9
fiveyear_2050,B,2035,Brazil,-1.1368683772161603e-13,1.1368683772161603e-13,2.2737367544323206e-13,-1.1368683772161603e-13,1.1368683772161603e-13,6.883168712033899e-12,1.0721578291850165e-8,-47.68229741854434,1.0721578291850165e-8
fiveyear_2050,B,2035,"EU, UK and EFTA",0.0,0.0,0.0,9.094947017729282e-13,-9.094947017729282e-13,-3.751665644813329e-12,-6.328264134936035e-9,-219.51126421909964,6.328264134936035e-9
fiveyear_2050,B,2035,Eastern Europe,8.526512829121202e-14,1.4210854715202004e-14,-2.842170943040401e-14,1.4210854715202004e-14,1.4210854715202004e-14,2.8963498266421084e-11,5.242242195890867e-10,31.116549903696974,5.242242195890867e-10
fiveyear_2050,B,2035,Russia,6.821210263296962e-13,-7.105427357601002e-15,-1.1368683772161603e-13,-1.1368683772161603e-13,-5.684341886080802e-14,-2.4040534083856295e-9,-1.1044562597817276e-8,-165.8853857355119,1.1044562597817276e-8
fiveyear_2050,B,2035,North Africa,-1.1084466677857563e-12,-2.930988785010413e-14,-1.1368683772161603e-13,1.1368683772161603e-13,-5.684341886080802e-14,-6.829574197335467e-10,4.0005318169278326e-8,75.23745621998401,4.0005318169278326e-8
fiveyear_2050,B,2035,Sub Saharan,6.252776074688882e-13,1.2079226507921703e-13,2.2737367544323206e-13,-1.1368683772161603e-13,0.0,2.2691271158678255e-11,-7.234575605252758e-9,94.11598293121345,7.234575605252758e-9
fiveyear_2050,B,2035,South Africa,2.1316282072803006e-13,-4.263256414560601e-14,-5.684341886080802e-14,-5.684341886080802e-14,2.842170943040401e-14,-7.188272235591056e-14,5.838359129484161e-9,-37.1532019532015,5.838359129484161e-9
fiveyear_2050,B,2040,Australia_Oceania,-4.547473508864641e-13,-3.410605131648481e-13,6.821210263296962e-13,2.2737367544323206e-13,1.1368683772161603e-13,-6.517240080938791e-10,-2.0031620806548744e-10,-41.759174862380604,6.517240080938791e-10
