year,source_year,region,technology,baseline_tfp,cf_tfp,tfp_multiplier,alpha,mapping_status,countries
2043,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2043,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2043,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2043,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2043,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2043,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2043,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2043,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2044,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2044,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2044,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2044,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2044,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2044,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2044,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2044,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2044,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2045,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2045,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2045,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2045,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2045,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2045,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2045,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2045,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2045,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2046,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2046,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2046,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2046,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2046,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2046,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2046,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2046,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2046,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2047,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2047,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2047,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2047,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2047,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2047,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2047,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2047,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2047,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2048,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2048,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2048,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2048,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2048,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2048,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2048,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2048,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2048,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2049,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2049,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2049,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2049,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2049,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2049,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2049,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2049,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2049,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,Australia_Oceania,pv,2.485705130808591,1.70235260945865,0.6848570203919887,1.0,observed_capacity_weighted,AUS
2050,2024,China,pv,2.333049287331037,2.333049287331037,1.0,1.0,China_no_inward_shock,CHN
2050,2024,Japan,pv,1.3771219152143344,1.1966607056986427,0.8689577099006482,1.0,observed_capacity_weighted,JPN
2050,2024,South Korea,pv,1.491888366895367,1.138187151214865,0.7629171032303459,1.0,observed_capacity_weighted,KOR
2050,2024,Rest of World,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,Southeast Asia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,"Central, Western and South Asia",pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,India,pv,2.529539079676918,1.7548882612412817,0.6937581140139659,1.0,observed_capacity_weighted,IND
2050,2024,Canada,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,United States,pv,2.1077009742595814,1.6090009285166567,0.7633914621507853,1.0,observed_capacity_weighted,USA
2050,2024,Rest of America,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,Brazil,pv,2.726376422247391,1.7022508816623163,0.6243638507771156,1.0,observed_capacity_weighted,BRA
2050,2024,"EU, UK and EFTA",pv,1.8036373826295382,1.3745731643605783,0.7621117069311218,1.0,observed_capacity_weighted,"DEU,ESP,FRA,ITA"
2050,2024,Eastern Europe,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,Russia,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,North Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,Sub Saharan,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2050,2024,South Africa,pv,3.8105834511056513,3.8105834511056513,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,Australia_Oceania,wind,1.0,0.9540403856014172,0.9540403856014172,1.0,observed_capacity_weighted,AUS
2017,2017,China,wind,1.0,1.0,1.0,1.0,China_no_inward_shock,CHN
2017,2017,Japan,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,South Korea,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,Rest of World,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,Southeast Asia,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,"Central, Western and South Asia",wind,1.0,0.957110019644769,0.957110019644769,1.0,observed_capacity_weighted,TUR
2017,2017,India,wind,1.0,0.9787708453390989,0.9787708453390989,1.0,observed_capacity_weighted,IND
2017,2017,Canada,wind,1.0,0.9798787074346966,0.9798787074346966,1.0,observed_capacity_weighted,CAN
2017,2017,United States,wind,1.0,0.9713312664274134,0.9713312664274134,1.0,observed_capacity_weighted,USA
2017,2017,Rest of America,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,Brazil,wind,1.0,0.9542849135546391,0.9542849135546391,1.0,observed_capacity_weighted,BRA
2017,2017,"EU, UK and EFTA",wind,0.9999999999999999,0.9589450476246663,0.9589450476246664,1.0,observed_capacity_weighted,"DEU,ESP,FRA,GBR,ITA,POL,SWE"
2017,2017,Eastern Europe,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,Russia,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,North Africa,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,Sub Saharan,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2017,2017,South Africa,wind,1.0,1.0,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,Australia_Oceania,wind,1.074268262687498,1.0101119779870311,0.9402790839785521,1.0,observed_capacity_weighted,AUS
2018,2018,China,wind,0.96512122746036,0.96512122746036,1.0,1.0,China_no_inward_shock,CHN
2018,2018,Japan,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,South Korea,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,Rest of World,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,Southeast Asia,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,"Central, Western and South Asia",wind,0.9429763943351376,0.9079283595533943,0.9628325427950352,1.0,observed_capacity_weighted,TUR
2018,2018,India,wind,0.9990170373552485,0.9842412324475664,0.9852096567373878,1.0,observed_capacity_weighted,IND
2018,2018,Canada,wind,1.1179271764583116,1.0720841609956964,0.9589928428005035,1.0,observed_capacity_weighted,CAN
2018,2018,United States,wind,1.0256137152465414,1.0176128675859417,0.9921989658078272,1.0,observed_capacity_weighted,USA
2018,2018,Rest of America,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,Brazil,wind,0.9851988634072509,0.937749396466974,0.9518376759224266,1.0,observed_capacity_weighted,BRA
2018,2018,"EU, UK and EFTA",wind,1.0337691424802795,0.9835378372252501,0.9514095524901125,1.0,observed_capacity_weighted,"DEU,ESP,FRA,GBR,ITA,POL,SWE"
2018,2018,Eastern Europe,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,Russia,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,North Africa,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,Sub Saharan,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2018,2018,South Africa,wind,1.029266442949972,1.029266442949972,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,Australia_Oceania,wind,1.1037804972717744,1.0420187191488866,0.9440452351934601,1.0,observed_capacity_weighted,AUS
2019,2019,China,wind,1.0201561109551167,1.0201561109551167,1.0,1.0,China_no_inward_shock,CHN
2019,2019,Japan,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,South Korea,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,Rest of World,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,Southeast Asia,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,"Central, Western and South Asia",wind,1.0506050914375342,0.9926767138441875,0.944861891432409,1.0,observed_capacity_weighted,TUR
2019,2019,India,wind,1.0988776812858143,1.0743690000679211,0.9776966248061247,1.0,observed_capacity_weighted,IND
2019,2019,Canada,wind,0.8538824682691868,0.8306155347455398,0.9727515971011692,1.0,observed_capacity_weighted,CAN
2019,2019,United States,wind,1.0851453144936234,1.0724811035722244,0.9883294792390928,1.0,observed_capacity_weighted,USA
2019,2019,Rest of America,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,Brazil,wind,1.1133876877797453,1.0445794080389934,0.9381991731218391,1.0,observed_capacity_weighted,BRA
2019,2019,"EU, UK and EFTA",wind,1.1520866310736217,1.0977251379408464,0.9528147522360222,1.0,observed_capacity_weighted,"DEU,ESP,FRA,GBR,ITA,POL,SWE"
2019,2019,Eastern Europe,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,Russia,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,North Africa,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,Sub Saharan,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2019,2019,South Africa,wind,1.0601115256382934,1.0601115256382934,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,Australia_Oceania,wind,1.000287148715242,0.9442830930762529,0.9440120212371816,1.0,observed_capacity_weighted,AUS
2020,2020,China,wind,0.9982622444332242,0.9982622444332242,1.0,1.0,China_no_inward_shock,CHN
2020,2020,Japan,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,South Korea,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,Rest of World,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,Southeast Asia,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,"Central, Western and South Asia",wind,1.3279396096107918,1.2143642607249674,0.9144725045748786,1.0,observed_capacity_weighted,TUR
2020,2020,India,wind,1.129158991960515,1.113276598633529,0.9859343162122722,1.0,observed_capacity_weighted,IND
2020,2020,Canada,wind,1.4900173286045806,1.3897579498955086,0.9327126089177996,1.0,observed_capacity_weighted,CAN
2020,2020,United States,wind,1.2274894857396066,1.1264165122938297,0.9176587868002171,1.0,observed_capacity_weighted,USA
2020,2020,Rest of America,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,Brazil,wind,1.211801725954027,1.14129870330235,0.9418196713689516,1.0,observed_capacity_weighted,BRA
2020,2020,"EU, UK and EFTA",wind,1.2447959101932176,1.1668901862621444,0.9374148619117967,1.0,observed_capacity_weighted,"DEU,ESP,FRA,GBR,ITA,POL,SWE"
2020,2020,Eastern Europe,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,Russia,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,North Africa,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,Sub Saharan,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2020,2020,South Africa,wind,1.115564755547483,1.115564755547483,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,Australia_Oceania,wind,1.4471596256960868,1.325558732254261,0.9159727155991272,1.0,observed_capacity_weighted,AUS
2021,2021,China,wind,1.1295623504400392,1.1295623504400392,1.0,1.0,China_no_inward_shock,CHN
2021,2021,Japan,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,South Korea,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,Rest of World,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,Southeast Asia,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,"Central, Western and South Asia",wind,1.4467816120488215,1.3007821255022631,0.8990867140343282,1.0,observed_capacity_weighted,TUR
2021,2021,India,wind,1.311948073833626,1.2637211874922254,0.9632402476109612,1.0,observed_capacity_weighted,IND
2021,2021,Canada,wind,1.5903893636123347,1.480097689032515,0.9306511492699445,1.0,observed_capacity_weighted,CAN
2021,2021,United States,wind,1.2789319725239545,1.2111370762563385,0.9469910067743292,1.0,observed_capacity_weighted,USA
2021,2021,Rest of America,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,Brazil,wind,1.5816632077489874,1.4634995751033344,0.9252915335788694,1.0,observed_capacity_weighted,BRA
2021,2021,"EU, UK and EFTA",wind,1.3125132521187717,1.239650291376593,0.9444859237614881,1.0,observed_capacity_weighted,"DEU,ESP,FRA,GBR,ITA,POL,SWE"
2021,2021,Eastern Europe,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,Russia,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,North Africa,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,Sub Saharan,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2021,2021,South Africa,wind,1.1575730575531356,1.1575730575531356,1.0,1.0,uncovered_neutral_legacy_reference,
2022,2022,Australia_Oceania,wind,1.4145359979932572,1.3615936465838598,0.9625726376108459,1.0,observed_capacity_weighted,AUS
2022,2022,China,wind,1.268500813918344,1.268500813918344,1.0,1.0,China_no_inward_shock,CHN
2022,2022,Japan,wind,1.1891570980843862,1.1891570980843862,1.0,1.0,uncovered_neutral_legacy_reference,
2022,2022,South Korea,wind,1.1891570980843862,1.1891570980843862,1.0,1.0,uncovered_neutral_legacy_reference,
2022,2022,Rest of World,wind,1.1891570980843862,1.1891570980843862,1.0,1.0,uncovered_neutral_legacy_reference,
